lat_start,lat_end,lng_start,lng_end,lat_center,lng_center,km_to_centroid,grid_in_location,degrees_to_centroid,comfort_leisure_spots,activities_education,mobility_public_transport_bus,activities_economic,activities_goverment,social_life_eating,comfort_comfort_spots,activities_public_service,comfort_leisure_mass,activities_educational,social_life_night_life,mobility_bike_infraestructure,activities_health_regional,activities_health_local,activities_post,activities_mean,comfort_mean,mobility_mean,social_mean
45.55524692400042,45.56424693300043,12.366001040103901,12.39445334583303,45.55974692850043,12.380227192968466,10.711915064119026,False,69.65631026875046,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.55524692400042,45.56424693300043,12.39445334583303,12.422905651562159,45.55974692850043,12.408679498697595,11.471884285037076,False,55.943921988017934,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.55524692400042,45.56424693300043,12.422905651562159,12.451357957291288,45.55974692850043,12.437131804426723,12.581461599057773,False,45.546925511433,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.55524692400042,45.56424693300043,12.451357957291288,12.479810263020417,45.55974692850043,12.465584110155852,13.957516317349613,False,37.86355127232971,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.55524692400042,45.56424693300043,12.479810263020417,12.508262568749545,45.55974692850043,12.494036415884981,15.529371584433168,True,32.14434829245153,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.55524692400042,45.56424693300043,12.508262568749545,12.536714874478674,45.55974692850043,12.52248872161411,17.243564896109984,True,27.801429268622158,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.55524692400042,45.56424693300043,12.536714874478674,12.565167180207803,45.55974692850043,12.550941027343239,19.061733925722397,True,24.427196344303752,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.55524692400042,45.56424693300043,12.565167180207803,12.593619485936932,45.55974692850043,12.579393333072368,20.956833809255738,False,21.747289252763313,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.1668349,12.195287205729128,45.55074691950041,12.181061052864564,15.882383602873734,False,152.89691362704272,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.195287205729128,12.223739511458257,45.55074691950041,12.209513358593693,14.152403022563472,False,148.25273047805115,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.223739511458257,12.252191817187386,45.55074691950041,12.237965664322822,12.576268066580573,False,141.96641698292606,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.252191817187386,12.280644122916515,45.55074691950041,12.26641797005195,11.21900778606069,False,133.24795323761103,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.280644122916515,12.309096428645644,45.55074691950041,12.29487027578108,10.168646273200283,False,121.08497859623634,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.309096428645644,12.337548734374773,45.55074691950041,12.323322581510208,9.527235447856464,False,104.84883100145038,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.337548734374773,12.366001040103901,45.55074691950041,12.351774887239337,9.379055498144277,False,85.84565498166144,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.366001040103901,12.39445334583303,45.55074691950041,12.380227192968466,9.74662852765822,False,67.68714487498103,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.39445334583303,12.422905651562159,45.55074691950041,12.408679498697595,10.576316525774644,False,53.19801164438655,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.422905651562159,12.451357957291288,45.55074691950041,12.437131804426723,11.770802466822865,False,42.64162542759792,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.451357957291288,12.479810263020417,45.55074691950041,12.465584110155852,13.231656082487818,True,35.084680255356304,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.479810263020417,12.508262568749545,45.55074691950041,12.494036415884981,14.880633809980754,True,29.584568650023925,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.508262568749545,12.536714874478674,45.55074691950041,12.52248872161411,16.66197481093641,True,25.472027371261493,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.536714874478674,12.565167180207803,45.55074691950041,12.550941027343239,18.537560294572067,True,22.31084363558293,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.54624691500041,45.55524692400042,12.565167180207803,12.593619485936932,45.55074691950041,12.579393333072368,20.481515215575904,False,19.819155729724358,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.1668349,12.195287205729128,45.54174691050041,12.181061052864564,15.314370442065263,True,155.43418805363012,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.195287205729128,12.223739511458257,45.54174691050041,12.209513358593693,13.511551673497621,False,151.07295009637673,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.223739511458257,12.252191817187386,45.54174691050041,12.237965664322822,11.850202254351368,False,145.05965044157716,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.252191817187386,12.280644122916515,45.54174691050041,12.26641797005195,10.398352843297413,False,136.4830841514949,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.280644122916515,12.309096428645644,45.54174691050041,12.29487027578108,9.255127110551681,False,124.01924077677833,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.309096428645644,12.337548734374773,45.54174691050041,12.323322581510208,8.545303050470554,False,106.53284831633569,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.337548734374773,12.366001040103901,45.54174691050041,12.351774887239337,8.379750748964435,False,85.3507781916108,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.366001040103901,12.39445334583303,45.54174691050041,12.380227192968466,8.789279455973329,False,65.3220324885882,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.39445334583303,12.422905651562159,45.54174691050041,12.408679498697595,9.701331638670014,False,50.04901710370899,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.422905651562159,12.451357957291288,45.54174691050041,12.437131804426723,10.991516143080892,True,39.43735799279549,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.451357957291288,12.479810263020417,45.54174691050041,12.465584110155852,12.543691828402341,True,32.102811596229486,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.479810263020417,12.508262568749545,45.54174691050041,12.494036415884981,14.272636885556269,True,26.88809876605318,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.508262568749545,12.536714874478674,45.54174691050041,12.52248872161411,16.121578652520853,True,23.04881652111253,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.536714874478674,12.565167180207803,45.54174691050041,12.550941027343239,18.053686642410728,True,20.128361005203807,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.5372469060004,45.54624691500041,12.565167180207803,12.593619485936932,45.54174691050041,12.579393333072368,20.044926160527595,True,17.84310865668565,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.1668349,12.195287205729128,45.53274690150039,12.181061052864564,14.792322162456184,True,158.0784435732629,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.195287205729128,12.223739511458257,45.53274690150039,12.209513358593693,12.916523006878887,True,154.05528447846575,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.223739511458257,12.252191817187386,45.53274690150039,12.237965664322822,11.166695563088181,True,148.40498035878937,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.252191817187386,12.280644122916515,45.53274690150039,12.26641797005195,9.611886905228463,True,140.10625644529011,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.280644122916515,12.309096428645644,45.53274690150039,12.29487027578108,8.361603367819006,True,127.47776376891764,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.309096428645644,12.337548734374773,45.53274690150039,12.323322581510208,7.568303351692728,True,108.63251842113976,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.337548734374773,12.366001040103901,45.53274690150039,12.351774887239337,7.380839091309034,True,84.72243366932787,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.366001040103901,12.39445334583303,45.53274690150039,12.380227192968466,7.842775110758992,True,62.439325546598205,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.39445334583303,12.422905651562159,45.53274690150039,12.408679498697595,8.85303461980569,False,46.42500868570121,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.422905651562159,12.451357957291288,45.53274690150039,12.437131804426723,10.250760225487607,True,35.90885156338982,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.451357957291288,12.479810263020417,45.53274690150039,12.465584110155852,11.900197803023815,True,28.91283652133468,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.479810263020417,12.508262568749545,45.53274690150039,12.494036415884981,13.710801765321285,True,24.056592829449908,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.508262568749545,12.536714874478674,45.53274690150039,12.52248872161411,15.626650673567479,True,20.53519715679665,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.536714874478674,12.565167180207803,45.53274690150039,12.550941027343239,17.61343462750438,True,17.883221231515396,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.528246897000386,45.5372469060004,12.565167180207803,12.593619485936932,45.53274690150039,12.579393333072368,19.64964837024097,True,15.822208990670838,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.1668349,12.195287205729128,45.523746892500384,12.181061052864564,14.321266273349542,False,160.82463241055683,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.195287205729128,12.223739511458257,45.523746892500384,12.209513358593693,12.373929254608063,True,157.19657451433972,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.223739511458257,12.252191817187386,45.523746892500384,12.237965664322822,10.534035668799838,True,152.00884424693754,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.252191817187386,12.280644122916515,45.523746892500384,12.26641797005195,8.868710153079707,True,144.15705790398422,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.280644122916515,12.309096428645644,45.523746892500384,12.29487027578108,7.4952295611479505,True,131.5815295695799,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.309096428645644,12.337548734374773,45.523746892500384,12.323322581510208,6.598427803314563,True,111.31495008742418,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.337548734374773,12.366001040103901,45.523746892500384,12.351774887239337,6.38250509348977,True,83.8984479573578,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.366001040103901,12.39445334583303,45.523746892500384,12.380227192968466,6.911572317821369,True,58.86896977710542,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.39445334583303,12.422905651562159,45.523746892500384,12.408679498697595,8.039877517817326,True,42.24626459972589,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.422905651562159,12.451357957291288,45.523746892500384,12.437131804426723,9.55749783905452,True,32.03535555220858,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.451357957291288,12.479810263020417,45.523746892500384,12.465584110155852,11.308767920547687,True,25.514061053030286,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.479810263020417,12.508262568749545,45.523746892500384,12.494036415884981,13.20102370006986,True,21.094502956051624,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.508262568749545,12.536714874478674,45.523746892500384,12.52248872161411,15.181638372495502,True,17.936214215002263,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.536714874478674,12.565167180207803,45.523746892500384,12.550941027343239,17.220150279832154,True,15.579865866880189,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.519246888000374,45.528246897000386,12.565167180207803,12.593619485936932,45.523746892500384,12.579393333072368,19.29822049841057,False,13.76010297670233,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.51024687900036,45.519246888000374,12.1668349,12.195287205729128,45.514746883500365,12.181061052864564,13.906385590065632,False,163.66544710497863,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.51024687900036,45.519246888000374,12.195287205729128,12.223739511458257,45.514746883500365,12.209513358593693,11.890950527941825,True,160.4895130878604,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.51024687900036,45.519246888000374,12.223739511458257,12.252191817187386,45.514746883500365,12.237965664322822,9.96191480025395,True,155.87055019717215,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
45.51024687900036,45.519246888000374,12.252191817187386,12.280644122916515,45.514746883500365,12.26641797005195,8.180629043963789,True,148.66773389577395,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0
