lng,lat
13.312905000000008,52.49083860000023
13.405447100000062,52.51625559999997
13.365654999999995,52.474350000000435
13.61791020000003,52.37425710000004
13.618076900000029,52.37409500000004
13.617839500000029,52.37400400000004
13.617672700000028,52.37416610000004
13.576227799999955,52.458467799999994
13.365856699999949,52.54232709999995
13.457722599999922,52.54536940000015
13.444089499999992,52.44808409999996
13.128547899999994,52.39488989999997
13.449582199999988,52.4525653
13.377425299999985,52.52081910000007
13.39140339999998,52.51740240000005
13.313212499999995,52.58380219999983
13.596926499999986,52.43970539999997
13.596925999999986,52.439650299999975
13.596747999999986,52.439650799999974
13.596748499999986,52.43970589999997
13.437831000000001,52.54056100000002
13.444648399999982,52.50585359999996
13.32892,52.4294099
13.351976199999998,52.54335400000001
13.354490499999997,52.54435310000001
13.35133380000003,52.54376029999982
13.414113700000026,52.52106669999997
13.565334200000029,52.56570179999993
13.35957459999999,52.54684059999999
13.331705299999985,52.53171769999976
13.341581199999984,52.532290399999766
13.338535099999985,52.53220399999976
13.338609299999986,52.53076799999976
13.338834599999986,52.53083659999976
13.433269799999973,52.5098067999999
13.464226399999987,52.523354099999985
13.465117499999987,52.524479699999986
13.45743920000003,52.533635699999955
13.337887600000014,52.52673529999996
13.337891400000014,52.526753199999966
13.338115500000015,52.52673559999997
13.338111800000014,52.52671769999996
13.323787800000023,52.459717900000115
13.462391700000019,52.469729300000175
13.333336800000009,52.50796500000002
13.376131800000014,52.597275300000064
13.21288180000003,52.43156260000008
13.433484700000042,52.6371555
13.371928200000044,52.5097581
13.561112400000033,52.50576929999997
13.391853300000003,52.56600359999994
13.587514700000005,52.51176659999991
13.69139600000001,52.45181929999986
13.38165950000002,52.503528300000134
13.529447600000015,52.433206700000106
13.529018700000016,52.43265110000011
13.529220000000016,52.43276230000011
13.529288300000017,52.43276050000011
13.529096900000017,52.43265480000011
13.528420700000016,52.432480100000106
13.335233200000031,52.529741900000054
13.33536570000003,52.53023420000005
13.192727100000033,52.431408400000045
13.193863400000032,52.430847600000035
13.194146900000032,52.43119740000003
13.481680600000029,52.48581940000002
13.367886600000032,52.52449120000008
13.36842010000003,52.52423470000009
13.36890570000003,52.524234800000094
13.36890510000003,52.5242934000001
13.36841950000003,52.5242934000001
13.359096600000026,52.53411970000011
13.358601200000026,52.53446720000011
13.524119299999997,52.49720800000005
13.540145099999993,52.39938940000005
13.601077299999993,52.457603299999924
13.625288199999993,52.45668979999992
13.625648599999993,52.45706299999992
13.625093799999993,52.45752499999992
13.435158499999995,52.5109897999999
13.434860099999995,52.5093726999999
13.349152399999971,52.45609199999985
13.5265739,52.481073900000126
