lat,lon,kind,coor
52.5601414,13.3802921,convenience,"(52.5601414, 13.3802921)"
52.4709286,13.3350737,convenience,"(52.4709286, 13.3350737)"
52.5446401,13.426968,convenience,"(52.5446401, 13.426968)"
52.5667036,13.4153573,convenience,"(52.5667036, 13.4153573)"
52.4524513,13.5867974,convenience,"(52.4524513, 13.5867974)"
52.5123086,13.4979315,convenience,"(52.5123086, 13.4979315)"
52.4539824,13.5189305,convenience,"(52.4539824, 13.5189305)"
52.5313867,13.420016,convenience,"(52.5313867, 13.420016)"
52.5114739,13.4165742,convenience,"(52.5114739, 13.4165742)"
52.4672956,13.4401302,convenience,"(52.4672956, 13.4401302)"
52.4284692,13.3274133,convenience,"(52.4284692, 13.3274133)"
52.550019,13.3457554,convenience,"(52.550019, 13.3457554)"
52.5051104,13.4673053,convenience,"(52.5051104, 13.4673053)"
52.5887962,13.2889889,convenience,"(52.5887962, 13.2889889)"
52.5461198,13.3903162,convenience,"(52.5461198, 13.3903162)"
52.5340393,13.4054143,convenience,"(52.5340393, 13.4054143)"
52.5643521,13.3925287,convenience,"(52.5643521, 13.3925287)"
52.4798299,13.4458594,convenience,"(52.4798299, 13.4458594)"
52.513245,13.4533273,convenience,"(52.513245, 13.4533273)"
52.5221331,13.3272761,convenience,"(52.5221331, 13.3272761)"
52.461851,13.4452674,convenience,"(52.461851, 13.4452674)"
52.4333295,13.1971641,convenience,"(52.4333295, 13.1971641)"
52.5454693,13.3581119,convenience,"(52.5454693, 13.3581119)"
52.5577242,13.3786754,convenience,"(52.5577242, 13.3786754)"
52.5574078,13.3778815,convenience,"(52.5574078, 13.3778815)"
52.5531673,13.3870306,convenience,"(52.5531673, 13.3870306)"
52.5514807,13.4052058,convenience,"(52.5514807, 13.4052058)"
52.5181126,13.4649311,convenience,"(52.5181126, 13.4649311)"
52.517248,13.465326,convenience,"(52.517248, 13.465326)"
52.5414938,13.3931469,convenience,"(52.5414938, 13.3931469)"
52.5183818,13.4654159,convenience,"(52.5183818, 13.4654159)"
52.4751182,13.3779281,convenience,"(52.4751182, 13.3779281)"
52.5261484,13.4517394,convenience,"(52.5261484, 13.4517394)"
52.4924697,13.4581773,convenience,"(52.4924697, 13.4581773)"
52.5346252,13.3588877,convenience,"(52.5346252, 13.3588877)"
52.4749729,13.4270512,convenience,"(52.4749729, 13.4270512)"
52.5307498,13.3832747,convenience,"(52.5307498, 13.3832747)"
52.5126792,13.4504279,convenience,"(52.5126792, 13.4504279)"
52.5337388,13.3712985,convenience,"(52.5337388, 13.3712985)"
52.5354907,13.35759,convenience,"(52.5354907, 13.35759)"
52.5315136,13.4253434,convenience,"(52.5315136, 13.4253434)"
52.5426099,13.3620533,convenience,"(52.5426099, 13.3620533)"
52.4896772,13.3612647,convenience,"(52.4896772, 13.3612647)"
52.5111832,13.458509,convenience,"(52.5111832, 13.458509)"
52.5446146,13.3604421,convenience,"(52.5446146, 13.3604421)"
52.5445521,13.3602681,convenience,"(52.5445521, 13.3602681)"
52.5279033,13.3289116,convenience,"(52.5279033, 13.3289116)"
52.5198684,13.414405,convenience,"(52.5198684, 13.414405)"
52.5168077,13.4402062,convenience,"(52.5168077, 13.4402062)"
52.5164703,13.4401422,convenience,"(52.5164703, 13.4401422)"
52.5089349,13.3218533,convenience,"(52.5089349, 13.3218533)"
52.4373831,13.383143,convenience,"(52.4373831, 13.383143)"
52.4937139,13.3991837,convenience,"(52.4937139, 13.3991837)"
52.4812552,13.3201158,convenience,"(52.4812552, 13.3201158)"
52.4794167,13.4442714,convenience,"(52.4794167, 13.4442714)"
52.5499582,13.3686152,convenience,"(52.5499582, 13.3686152)"
52.5505343,13.3683263,convenience,"(52.5505343, 13.3683263)"
52.517252,13.5556141,convenience,"(52.517252, 13.5556141)"
52.5535135,13.376283,convenience,"(52.5535135, 13.376283)"
52.5488148,13.3634973,convenience,"(52.5488148, 13.3634973)"
52.5538644,13.3734706,convenience,"(52.5538644, 13.3734706)"
52.4421398,13.3791602,convenience,"(52.4421398, 13.3791602)"
52.5407447,13.3509937,convenience,"(52.5407447, 13.3509937)"
52.5412109,13.3503722,convenience,"(52.5412109, 13.3503722)"
52.5410682,13.3505539,convenience,"(52.5410682, 13.3505539)"
52.5411515,13.3504451,convenience,"(52.5411515, 13.3504451)"
52.5282692,13.3885394,convenience,"(52.5282692, 13.3885394)"
52.4717958,13.4292161,convenience,"(52.4717958, 13.4292161)"
52.5090049,13.3089785,convenience,"(52.5090049, 13.3089785)"
52.5274313,13.3302132,convenience,"(52.5274313, 13.3302132)"
52.5271966,13.3324334,convenience,"(52.5271966, 13.3324334)"
52.5336786,13.4050796,convenience,"(52.5336786, 13.4050796)"
52.4851931,13.3760499,convenience,"(52.4851931, 13.3760499)"
52.5129671,13.4172783,convenience,"(52.5129671, 13.4172783)"
52.5475615,13.4103123,convenience,"(52.5475615, 13.4103123)"
52.5400156,13.4243108,convenience,"(52.5400156, 13.4243108)"
52.5530442,13.3797404,convenience,"(52.5530442, 13.3797404)"
52.5528933,13.3804693,convenience,"(52.5528933, 13.3804693)"
52.5542674,13.384554,convenience,"(52.5542674, 13.384554)"
52.556411,13.3731336,convenience,"(52.556411, 13.3731336)"
52.5488787,13.2004694,convenience,"(52.5488787, 13.2004694)"
52.567858,13.3130606,convenience,"(52.567858, 13.3130606)"
52.4474169,13.3063433,convenience,"(52.4474169, 13.3063433)"
52.5248046,13.4505297,convenience,"(52.5248046, 13.4505297)"
52.4755953,13.4399372,convenience,"(52.4755953, 13.4399372)"
52.5127092,13.4588488,convenience,"(52.5127092, 13.4588488)"
52.5074247,13.4670986,convenience,"(52.5074247, 13.4670986)"
52.5441031,13.547627,convenience,"(52.5441031, 13.547627)"
52.5526328,13.3799311,convenience,"(52.5526328, 13.3799311)"
52.5097257,13.5038489,convenience,"(52.5097257, 13.5038489)"
52.5090188,13.5024592,convenience,"(52.5090188, 13.5024592)"
52.51907,13.3005531,convenience,"(52.51907, 13.3005531)"
52.454857,13.3273839,convenience,"(52.454857, 13.3273839)"
52.4499777,13.3457222,convenience,"(52.4499777, 13.3457222)"
52.5266687,13.3530311,convenience,"(52.5266687, 13.3530311)"
52.4474698,13.3155829,convenience,"(52.4474698, 13.3155829)"
52.4959997,13.5106044,convenience,"(52.4959997, 13.5106044)"
52.4765702,13.4263245,convenience,"(52.4765702, 13.4263245)"
52.4449616,13.5757918,convenience,"(52.4449616, 13.5757918)"
52.5889204,13.2888342,convenience,"(52.5889204, 13.2888342)"
52.5900015,13.2877845,convenience,"(52.5900015, 13.2877845)"
52.4981159,13.464862,convenience,"(52.4981159, 13.464862)"
52.4989464,13.4644209,convenience,"(52.4989464, 13.4644209)"
52.5245585,13.3352403,convenience,"(52.5245585, 13.3352403)"
52.4576979,13.5114153,convenience,"(52.4576979, 13.5114153)"
52.4815726,13.4392257,convenience,"(52.4815726, 13.4392257)"
52.4588412,13.5269622,convenience,"(52.4588412, 13.5269622)"
52.4685461,13.49095,convenience,"(52.4685461, 13.49095)"
52.4988145,13.3419925,convenience,"(52.4988145, 13.3419925)"
52.4374786,13.2615262,convenience,"(52.4374786, 13.2615262)"
52.4661971,13.4875061,convenience,"(52.4661971, 13.4875061)"
52.4664014,13.4877569,convenience,"(52.4664014, 13.4877569)"
52.4664729,13.4878481,convenience,"(52.4664729, 13.4878481)"
52.4567436,13.6251282,convenience,"(52.4567436, 13.6251282)"
52.5444905,13.368703,convenience,"(52.5444905, 13.368703)"
52.5063052,13.3107241,convenience,"(52.5063052, 13.3107241)"
52.5293739,13.3361377,convenience,"(52.5293739, 13.3361377)"
52.5129283,13.4568722,convenience,"(52.5129283, 13.4568722)"
52.5414444,13.3702322,convenience,"(52.5414444, 13.3702322)"
52.5661896,13.408491,convenience,"(52.5661896, 13.408491)"
52.5687489,13.3994855,convenience,"(52.5687489, 13.3994855)"
52.4337301,13.5380283,convenience,"(52.4337301, 13.5380283)"
52.4864674,13.355819,convenience,"(52.4864674, 13.355819)"
52.5233456,13.4800036,convenience,"(52.5233456, 13.4800036)"
52.5115755,13.4169426,convenience,"(52.5115755, 13.4169426)"
52.500459,13.4445106,convenience,"(52.500459, 13.4445106)"
52.4781727,13.3281608,convenience,"(52.4781727, 13.3281608)"
52.5081984,13.4627232,convenience,"(52.5081984, 13.4627232)"
52.4927514,13.4282575,convenience,"(52.4927514, 13.4282575)"
52.5098726,13.4666474,convenience,"(52.5098726, 13.4666474)"
52.5131957,13.4821132,convenience,"(52.5131957, 13.4821132)"
52.5167241,13.4612204,convenience,"(52.5167241, 13.4612204)"
52.5119567,13.4563393,convenience,"(52.5119567, 13.4563393)"
52.5114605,13.4578312,convenience,"(52.5114605, 13.4578312)"
52.5713594,13.379651,convenience,"(52.5713594, 13.379651)"
52.5084681,13.4595634,convenience,"(52.5084681, 13.4595634)"
52.5392153,13.4116717,convenience,"(52.5392153, 13.4116717)"
52.5264704,13.3506553,convenience,"(52.5264704, 13.3506553)"
52.5002188,13.4442601,convenience,"(52.5002188, 13.4442601)"
52.4394176,13.2151863,convenience,"(52.4394176, 13.2151863)"
52.5373136,13.1878604,convenience,"(52.5373136, 13.1878604)"
52.5306734,13.3280745,convenience,"(52.5306734, 13.3280745)"
52.5593926,13.3844073,convenience,"(52.5593926, 13.3844073)"
52.5424785,13.414123,convenience,"(52.5424785, 13.414123)"
52.5012709,13.4189159,convenience,"(52.5012709, 13.4189159)"
52.5012096,13.5015582,convenience,"(52.5012096, 13.5015582)"
52.4894421,13.3616577,convenience,"(52.4894421, 13.3616577)"
52.4170179,13.5811286,convenience,"(52.4170179, 13.5811286)"
52.4801608,13.3525311,convenience,"(52.4801608, 13.3525311)"
52.5101013,13.5017875,convenience,"(52.5101013, 13.5017875)"
52.4891132,13.353594,convenience,"(52.4891132, 13.353594)"
52.5806306,13.4014062,convenience,"(52.5806306, 13.4014062)"
52.5243458,13.1972842,convenience,"(52.5243458, 13.1972842)"
52.5226585,13.1974718,convenience,"(52.5226585, 13.1974718)"
52.5264396,13.3369125,convenience,"(52.5264396, 13.3369125)"
52.5146028,13.4745465,convenience,"(52.5146028, 13.4745465)"
52.5409488,13.4113238,convenience,"(52.5409488, 13.4113238)"
52.5407918,13.4130886,convenience,"(52.5407918, 13.4130886)"
52.5314714,13.3816775,convenience,"(52.5314714, 13.3816775)"
52.497481,13.3615827,convenience,"(52.497481, 13.3615827)"
52.5573857,13.3733445,convenience,"(52.5573857, 13.3733445)"
52.5573648,13.3733595,convenience,"(52.5573648, 13.3733595)"
52.5745767,13.3645524,convenience,"(52.5745767, 13.3645524)"
52.5276017,13.3870132,convenience,"(52.5276017, 13.3870132)"
52.5282929,13.3861382,convenience,"(52.5282929, 13.3861382)"
52.4553968,13.3260388,convenience,"(52.4553968, 13.3260388)"
52.4998035,13.4243347,convenience,"(52.4998035, 13.4243347)"
52.5212337,13.3221721,convenience,"(52.5212337, 13.3221721)"
52.4797085,13.345952,convenience,"(52.4797085, 13.345952)"
52.4847772,13.3541632,convenience,"(52.4847772, 13.3541632)"
52.525485,13.3569722,convenience,"(52.525485, 13.3569722)"
52.498851,13.4458608,convenience,"(52.498851, 13.4458608)"
52.4991696,13.4407955,convenience,"(52.4991696, 13.4407955)"
52.5167677,13.4623235,convenience,"(52.5167677, 13.4623235)"
52.5332802,13.2064741,convenience,"(52.5332802, 13.2064741)"
52.542986,13.3694914,convenience,"(52.542986, 13.3694914)"
52.4862013,13.3649725,convenience,"(52.4862013, 13.3649725)"
52.5249407,13.4012965,convenience,"(52.5249407, 13.4012965)"
52.4913469,13.3939561,convenience,"(52.4913469, 13.3939561)"
52.491449,13.3934123,convenience,"(52.491449, 13.3934123)"
52.4610411,13.3851452,convenience,"(52.4610411, 13.3851452)"
52.497781,13.3846856,convenience,"(52.497781, 13.3846856)"
52.5255384,13.3073832,convenience,"(52.5255384, 13.3073832)"
52.4931538,13.4253134,convenience,"(52.4931538, 13.4253134)"
52.4938405,13.3887301,convenience,"(52.4938405, 13.3887301)"
52.5415602,13.4153636,convenience,"(52.5415602, 13.4153636)"
52.5443367,13.4180039,convenience,"(52.5443367, 13.4180039)"
52.5114944,13.2819373,convenience,"(52.5114944, 13.2819373)"
52.5157756,13.2621031,convenience,"(52.5157756, 13.2621031)"
52.5370324,13.1886819,convenience,"(52.5370324, 13.1886819)"
52.5103521,13.2702711,convenience,"(52.5103521, 13.2702711)"
52.565574,13.4075727,convenience,"(52.565574, 13.4075727)"
52.4921356,13.4239469,convenience,"(52.4921356, 13.4239469)"
52.5294594,13.4043736,convenience,"(52.5294594, 13.4043736)"
52.526415,13.3492818,convenience,"(52.526415, 13.3492818)"
52.5039961,13.3072677,convenience,"(52.5039961, 13.3072677)"
52.5066135,13.3020308,convenience,"(52.5066135, 13.3020308)"
52.5301502,13.4006576,convenience,"(52.5301502, 13.4006576)"
52.5297391,13.4003442,convenience,"(52.5297391, 13.4003442)"
52.5278644,13.4085289,convenience,"(52.5278644, 13.4085289)"
52.4710896,13.3344686,convenience,"(52.4710896, 13.3344686)"
52.5488599,13.4127221,convenience,"(52.5488599, 13.4127221)"
52.5023268,13.4314936,convenience,"(52.5023268, 13.4314936)"
52.5102614,13.2967319,convenience,"(52.5102614, 13.2967319)"
52.5023641,13.4563875,convenience,"(52.5023641, 13.4563875)"
52.4640263,13.4436026,convenience,"(52.4640263, 13.4436026)"
52.5392229,13.40017,convenience,"(52.5392229, 13.40017)"
52.5599961,13.3809377,convenience,"(52.5599961, 13.3809377)"
52.5677415,13.3786244,convenience,"(52.5677415, 13.3786244)"
52.5649852,13.3779262,convenience,"(52.5649852, 13.3779262)"
52.5639742,13.3776416,convenience,"(52.5639742, 13.3776416)"
52.4856105,13.3629759,convenience,"(52.4856105, 13.3629759)"
52.505676,13.4470757,convenience,"(52.505676, 13.4470757)"
52.4860681,13.4297716,convenience,"(52.4860681, 13.4297716)"
52.5104007,13.2841928,convenience,"(52.5104007, 13.2841928)"
52.5017546,13.3129938,convenience,"(52.5017546, 13.3129938)"
52.5058318,13.3066662,convenience,"(52.5058318, 13.3066662)"
52.4475867,13.3414904,convenience,"(52.4475867, 13.3414904)"
52.4895302,13.4245241,convenience,"(52.4895302, 13.4245241)"
52.4947058,13.3524772,convenience,"(52.4947058, 13.3524772)"
52.5337027,13.4365626,convenience,"(52.5337027, 13.4365626)"
52.4721779,13.4409918,convenience,"(52.4721779, 13.4409918)"
52.47124,13.4407467,convenience,"(52.47124, 13.4407467)"
52.4759444,13.4392843,convenience,"(52.4759444, 13.4392843)"
52.4774664,13.330302,convenience,"(52.4774664, 13.330302)"
52.5087893,13.3146236,convenience,"(52.5087893, 13.3146236)"
52.5331986,13.3287084,convenience,"(52.5331986, 13.3287084)"
52.5090101,13.460391,convenience,"(52.5090101, 13.460391)"
52.5154548,13.4677196,convenience,"(52.5154548, 13.4677196)"
52.5150197,13.4675393,convenience,"(52.5150197, 13.4675393)"
52.4628634,13.3195658,convenience,"(52.4628634, 13.3195658)"
52.4540756,13.3292876,convenience,"(52.4540756, 13.3292876)"
52.5504984,13.3466051,convenience,"(52.5504984, 13.3466051)"
52.5152782,13.2880061,convenience,"(52.5152782, 13.2880061)"
52.5403563,13.40546,convenience,"(52.5403563, 13.40546)"
52.5318196,13.3495937,convenience,"(52.5318196, 13.3495937)"
52.5041759,13.3753355,convenience,"(52.5041759, 13.3753355)"
52.5355659,13.3563111,convenience,"(52.5355659, 13.3563111)"
52.4733481,13.4478031,convenience,"(52.4733481, 13.4478031)"
52.4808969,13.4344097,convenience,"(52.4808969, 13.4344097)"
52.4210154,13.1781712,convenience,"(52.4210154, 13.1781712)"
52.5459278,13.3448983,convenience,"(52.5459278, 13.3448983)"
52.5494561,13.3533154,convenience,"(52.5494561, 13.3533154)"
52.531583,13.3616685,convenience,"(52.531583, 13.3616685)"
52.5134282,13.4554422,convenience,"(52.5134282, 13.4554422)"
52.51384,13.4541743,convenience,"(52.51384, 13.4541743)"
52.5338305,13.4052276,convenience,"(52.5338305, 13.4052276)"
52.5523776,13.3792173,convenience,"(52.5523776, 13.3792173)"
52.5566572,13.3659415,convenience,"(52.5566572, 13.3659415)"
52.5568894,13.4666418,convenience,"(52.5568894, 13.4666418)"
52.5153721,13.396898,convenience,"(52.5153721, 13.396898)"
52.5177495,13.3067802,convenience,"(52.5177495, 13.3067802)"
52.547049,13.3751367,convenience,"(52.547049, 13.3751367)"
52.5136297,13.2659222,convenience,"(52.5136297, 13.2659222)"
52.5067873,13.3324825,convenience,"(52.5067873, 13.3324825)"
52.5452457,13.3691604,convenience,"(52.5452457, 13.3691604)"
52.4835867,13.4308644,convenience,"(52.4835867, 13.4308644)"
52.5329386,13.4287575,convenience,"(52.5329386, 13.4287575)"
52.4934561,13.3650984,convenience,"(52.4934561, 13.3650984)"
52.5137269,13.4217724,convenience,"(52.5137269, 13.4217724)"
52.5442529,13.4229716,convenience,"(52.5442529, 13.4229716)"
52.5287282,13.4021977,convenience,"(52.5287282, 13.4021977)"
52.5062598,13.496215,convenience,"(52.5062598, 13.496215)"
52.5028036,13.3657508,convenience,"(52.5028036, 13.3657508)"
52.5031173,13.3662205,convenience,"(52.5031173, 13.3662205)"
52.5014049,13.4419024,convenience,"(52.5014049, 13.4419024)"
52.4578468,13.3838808,convenience,"(52.4578468, 13.3838808)"
52.5063313,13.4503962,convenience,"(52.5063313, 13.4503962)"
52.4921123,13.4172698,convenience,"(52.4921123, 13.4172698)"
52.5001116,13.3985682,convenience,"(52.5001116, 13.3985682)"
52.4937495,13.507647,convenience,"(52.4937495, 13.507647)"
52.4923657,13.4236297,convenience,"(52.4923657, 13.4236297)"
52.5073868,13.4609738,convenience,"(52.5073868, 13.4609738)"
52.4851352,13.3846162,convenience,"(52.4851352, 13.3846162)"
52.5506605,13.4148913,convenience,"(52.5506605, 13.4148913)"
52.4733271,13.4263219,convenience,"(52.4733271, 13.4263219)"
52.5048929,13.4688097,convenience,"(52.5048929, 13.4688097)"
52.5081122,13.4666986,convenience,"(52.5081122, 13.4666986)"
52.4744434,13.4273338,convenience,"(52.4744434, 13.4273338)"
52.473685,13.4277362,convenience,"(52.473685, 13.4277362)"
52.5170947,13.4540216,convenience,"(52.5170947, 13.4540216)"
52.5170204,13.4540466,convenience,"(52.5170204, 13.4540466)"
52.5420621,13.4228421,convenience,"(52.5420621, 13.4228421)"
52.5456231,13.4206904,convenience,"(52.5456231, 13.4206904)"
52.5147816,13.4619901,convenience,"(52.5147816, 13.4619901)"
52.5635744,13.3640125,convenience,"(52.5635744, 13.3640125)"
52.5418025,13.4208702,convenience,"(52.5418025, 13.4208702)"
52.4925449,13.4211554,convenience,"(52.4925449, 13.4211554)"
52.5435859,13.4219814,convenience,"(52.5435859, 13.4219814)"
52.4837245,13.3839439,convenience,"(52.4837245, 13.3839439)"
52.506611,13.2939666,convenience,"(52.506611, 13.2939666)"
52.4479264,13.4842132,convenience,"(52.4479264, 13.4842132)"
52.5192928,13.1713645,convenience,"(52.5192928, 13.1713645)"
52.5267464,13.3514996,convenience,"(52.5267464, 13.3514996)"
52.4695438,13.3328723,convenience,"(52.4695438, 13.3328723)"
52.4933643,13.4178183,convenience,"(52.4933643, 13.4178183)"
52.4746042,13.3287763,convenience,"(52.4746042, 13.3287763)"
52.5543561,13.3446507,convenience,"(52.5543561, 13.3446507)"
52.553844,13.3455819,convenience,"(52.553844, 13.3455819)"
52.4913924,13.4233919,convenience,"(52.4913924, 13.4233919)"
52.5434887,13.3968566,convenience,"(52.5434887, 13.3968566)"
52.4701257,13.4313706,convenience,"(52.4701257, 13.4313706)"
52.5074724,13.30919,convenience,"(52.5074724, 13.30919)"
52.5211499,13.4113937,convenience,"(52.5211499, 13.4113937)"
52.5011467,13.491734,convenience,"(52.5011467, 13.491734)"
52.5603455,13.3808334,convenience,"(52.5603455, 13.3808334)"
52.5520885,13.3914105,convenience,"(52.5520885, 13.3914105)"
52.5240712,13.4137233,convenience,"(52.5240712, 13.4137233)"
52.5474168,13.3469841,convenience,"(52.5474168, 13.3469841)"
52.512938,13.3972399,convenience,"(52.512938, 13.3972399)"
52.5113005,13.4069519,convenience,"(52.5113005, 13.4069519)"
52.5497115,13.3587366,convenience,"(52.5497115, 13.3587366)"
52.4793893,13.3104642,convenience,"(52.4793893, 13.3104642)"
52.5464417,13.3488192,convenience,"(52.5464417, 13.3488192)"
52.4885166,13.3946276,convenience,"(52.4885166, 13.3946276)"
52.4963105,13.4155983,convenience,"(52.4963105, 13.4155983)"
52.4862728,13.3229522,convenience,"(52.4862728, 13.3229522)"
52.4639137,13.4256744,convenience,"(52.4639137, 13.4256744)"
52.4810374,13.4371154,convenience,"(52.4810374, 13.4371154)"
52.5487969,13.3496502,convenience,"(52.5487969, 13.3496502)"
52.5557347,13.5639969,convenience,"(52.5557347, 13.5639969)"
52.5000633,13.4433719,convenience,"(52.5000633, 13.4433719)"
52.5081578,13.3746849,convenience,"(52.5081578, 13.3746849)"
52.5109746,13.3055846,convenience,"(52.5109746, 13.3055846)"
52.4809682,13.4366464,convenience,"(52.4809682, 13.4366464)"
52.480708,13.3514527,convenience,"(52.480708, 13.3514527)"
52.4604463,13.5223258,convenience,"(52.4604463, 13.5223258)"
52.4624278,13.3263509,convenience,"(52.4624278, 13.3263509)"
52.499854,13.3021278,convenience,"(52.499854, 13.3021278)"
52.5381189,13.4182255,convenience,"(52.5381189, 13.4182255)"
52.4851141,13.3521526,convenience,"(52.4851141, 13.3521526)"
52.4843859,13.3206479,convenience,"(52.4843859, 13.3206479)"
52.5479217,13.5041232,convenience,"(52.5479217, 13.5041232)"
52.4952316,13.3349458,convenience,"(52.4952316, 13.3349458)"
52.4190628,13.1589363,convenience,"(52.4190628, 13.1589363)"
52.5582845,13.3656044,convenience,"(52.5582845, 13.3656044)"
52.5043185,13.4276101,convenience,"(52.5043185, 13.4276101)"
52.5021214,13.4290356,convenience,"(52.5021214, 13.4290356)"
52.5035506,13.4295046,convenience,"(52.5035506, 13.4295046)"
52.4823291,13.4431764,convenience,"(52.4823291, 13.4431764)"
52.5161836,13.1972158,convenience,"(52.5161836, 13.1972158)"
52.4819696,13.4399523,convenience,"(52.4819696, 13.4399523)"
52.4706964,13.3280718,convenience,"(52.4706964, 13.3280718)"
52.4925816,13.3312131,convenience,"(52.4925816, 13.3312131)"
52.6133651,13.4332586,convenience,"(52.6133651, 13.4332586)"
52.4529939,13.5141699,convenience,"(52.4529939, 13.5141699)"
52.5685054,13.3622282,convenience,"(52.5685054, 13.3622282)"
52.5352982,13.5227802,convenience,"(52.5352982, 13.5227802)"
52.4192256,13.3192762,convenience,"(52.4192256, 13.3192762)"
52.5495277,13.5647483,convenience,"(52.5495277, 13.5647483)"
52.5585895,13.3708729,convenience,"(52.5585895, 13.3708729)"
52.5199112,13.3550098,convenience,"(52.5199112, 13.3550098)"
52.5110521,13.2947579,convenience,"(52.5110521, 13.2947579)"
52.5400076,13.4173202,convenience,"(52.5400076, 13.4173202)"
52.5388851,13.492576,convenience,"(52.5388851, 13.492576)"
52.5718244,13.3803503,convenience,"(52.5718244, 13.3803503)"
52.5017546,13.3129938,convenience,"(52.5017546, 13.3129938)"
52.5050383,13.3176509,convenience,"(52.5050383, 13.3176509)"
52.4179609,13.5798336,convenience,"(52.4179609, 13.5798336)"
52.4199942,13.5785091,convenience,"(52.4199942, 13.5785091)"
52.485462,13.4258668,convenience,"(52.485462, 13.4258668)"
52.4854094,13.4259762,convenience,"(52.4854094, 13.4259762)"
52.5153286,13.4715926,convenience,"(52.5153286, 13.4715926)"
52.4434355,13.3154091,convenience,"(52.4434355, 13.3154091)"
52.4441728,13.3153061,convenience,"(52.4441728, 13.3153061)"
52.4988108,13.2960555,convenience,"(52.4988108, 13.2960555)"
52.4824704,13.4414,convenience,"(52.4824704, 13.4414)"
52.5421037,13.39272,convenience,"(52.5421037, 13.39272)"
52.5246035,13.3396995,convenience,"(52.5246035, 13.3396995)"
52.5414125,13.4129863,convenience,"(52.5414125, 13.4129863)"
52.4606183,13.3769334,convenience,"(52.4606183, 13.3769334)"
52.4826253,13.381665,convenience,"(52.4826253, 13.381665)"
52.5243949,13.3519671,convenience,"(52.5243949, 13.3519671)"
52.4722994,13.3775921,convenience,"(52.4722994, 13.3775921)"
52.5487016,13.4499628,convenience,"(52.5487016, 13.4499628)"
52.5499864,13.445876,convenience,"(52.5499864, 13.445876)"
52.5487163,13.4520471,convenience,"(52.5487163, 13.4520471)"
52.5499705,13.4578066,convenience,"(52.5499705, 13.4578066)"
52.5597554,13.4128012,convenience,"(52.5597554, 13.4128012)"
52.5518023,13.4662136,convenience,"(52.5518023, 13.4662136)"
52.503322,13.4380163,convenience,"(52.503322, 13.4380163)"
52.4814301,13.4311722,convenience,"(52.4814301, 13.4311722)"
52.4256948,13.4633031,convenience,"(52.4256948, 13.4633031)"
52.55922,13.413635,convenience,"(52.55922, 13.413635)"
52.5277241,13.3357647,convenience,"(52.5277241, 13.3357647)"
52.509047,13.314067,convenience,"(52.509047, 13.314067)"
52.5554203,13.3749103,convenience,"(52.5554203, 13.3749103)"
52.5715757,13.3737396,convenience,"(52.5715757, 13.3737396)"
52.5584232,13.4327762,convenience,"(52.5584232, 13.4327762)"
52.5493344,13.3490006,convenience,"(52.5493344, 13.3490006)"
52.4396254,13.3516159,convenience,"(52.4396254, 13.3516159)"
52.4529551,13.4387484,convenience,"(52.4529551, 13.4387484)"
52.4264522,13.3318003,convenience,"(52.4264522, 13.3318003)"
52.5045995,13.4952382,convenience,"(52.5045995, 13.4952382)"
52.5609764,13.3811221,convenience,"(52.5609764, 13.3811221)"
52.4895086,13.4148135,convenience,"(52.4895086, 13.4148135)"
52.5494884,13.4584462,convenience,"(52.5494884, 13.4584462)"
52.4895548,13.3487739,convenience,"(52.4895548, 13.3487739)"
52.4890896,13.3488826,convenience,"(52.4890896, 13.3488826)"
52.5490036,13.454938,convenience,"(52.5490036, 13.454938)"
52.4981276,13.2954425,convenience,"(52.4981276, 13.2954425)"
52.5501676,13.4600182,convenience,"(52.5501676, 13.4600182)"
52.5494296,13.4146269,convenience,"(52.5494296, 13.4146269)"
52.5207694,13.3335452,convenience,"(52.5207694, 13.3335452)"
52.4802767,13.3525697,convenience,"(52.4802767, 13.3525697)"
52.5743856,13.3598899,convenience,"(52.5743856, 13.3598899)"
52.4772428,13.4350519,convenience,"(52.4772428, 13.4350519)"
52.4859052,13.3202346,convenience,"(52.4859052, 13.3202346)"
52.5554874,13.2255742,convenience,"(52.5554874, 13.2255742)"
52.5492293,13.4489621,convenience,"(52.5492293, 13.4489621)"
52.4871035,13.3233769,convenience,"(52.4871035, 13.3233769)"
52.5360263,13.2039572,convenience,"(52.5360263, 13.2039572)"
52.4838581,13.3552811,convenience,"(52.4838581, 13.3552811)"
52.4853083,13.3629026,convenience,"(52.4853083, 13.3629026)"
52.4545008,13.624856,convenience,"(52.4545008, 13.624856)"
52.565593,13.3734825,convenience,"(52.565593, 13.3734825)"
52.451746,13.4385183,convenience,"(52.451746, 13.4385183)"
52.5433004,13.376407,convenience,"(52.5433004, 13.376407)"
52.4752814,13.2916625,convenience,"(52.4752814, 13.2916625)"
