lat_center,lng_center,grid_in_location,activities_mean,comfort_mean,mobility_mean,social_mean,negative_mean,livability
49.31503071609997,-123.16290727987412,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31503071609997,-123.16014933231295,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31503071609997,-123.15739138475182,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31503071609997,-123.15463343719068,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31503071609997,-123.15187548962952,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31503071609997,-123.14911754206835,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31503071609997,-123.14635959450722,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31503071609997,-123.14360164694608,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31503071609997,-123.14084369938492,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31323071429996,-123.16290727987412,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31323071429996,-123.16014933231295,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31323071429996,-123.15739138475182,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31323071429996,-123.15463343719068,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31323071429996,-123.15187548962952,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31323071429996,-123.14911754206835,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31323071429996,-123.14635959450722,True,0.0,-0.8888888888888888,-4.0,-3.1712951803017915,0.0,0.25610819415316355
49.31323071429996,-123.14360164694608,True,0.0,-0.2063492063492065,0.4952463624338659,-2.0666153094158535,0.0,0.40776649027133577
49.31323071429996,-123.14084369938492,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31323071429996,-123.13808575182377,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31323071429996,-123.13532780426262,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31143071249997,-123.16290727987412,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31143071249997,-123.16014933231295,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31143071249997,-123.15739138475182,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31143071249997,-123.15463343719068,True,0.0,-0.8816673628417182,-4.0,-2.5,0.0,0.27248754088592175
49.31143071249997,-123.15187548962952,True,0.0,-0.5506091278754768,-4.0,-2.5,0.0,0.2804792639614302
49.31143071249997,-123.14911754206835,True,0.0,0.42371757668144283,-4.0,-2.5,0.0,0.3039994437530178
49.31143071249997,-123.14635959450722,True,0.0,-0.3792438545872797,-4.0,-3.3283928579472075,0.0,0.26461866315172544
49.31143071249997,-123.14360164694608,True,0.0,-0.4117063492063486,-4.0,-3.1712951803017915,0.0,0.26762734791775594
49.31143071249997,-123.14084369938492,True,0.0,-0.8888888888888888,-4.0,-3.3283928579472075,0.0,0.2523158669945424
49.31143071249997,-123.13808575182377,True,0.0,-0.4117063492063486,-4.0,-2.5,0.0,0.2838323675072626
49.31143071249997,-123.13532780426262,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31143071249997,-123.13256985670148,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.31143071249997,-123.12981190914032,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.30963071069996,-123.16290727987412,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.30963071069996,-123.16014933231295,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.30963071069996,-123.15739138475182,True,0.0,-0.9055728040928955,-4.0,-2.5,0.0,0.27191046517446354
49.30963071069996,-123.15463343719068,True,0.0,-0.8751624837060494,-4.0,-2.5,0.0,0.2726445682219045
49.30963071069996,-123.15187548962952,True,0.0,-0.5394669346752925,-4.0,-2.5,0.0,0.2807482357407269
49.30963071069996,-123.14911754206835,True,0.0,0.08005514447163581,0.4952463624338659,-2.5,0.0,0.4042183949549566
49.30963071069996,-123.14635959450722,True,0.0,-0.46704402850713816,-4.0,-2.5,0.0,0.28249651972610623
49.30963071069996,-123.14360164694608,True,0.0,-0.7692076118132419,-4.0,-2.5,0.0,0.2752023115589783
49.30963071069996,-123.14084369938492,True,0.0,-0.24326625676741495,-4.0,-2.5,0.0,0.2878984997807047
49.30963071069996,-123.13808575182377,True,0.0,-0.4117063492063486,-4.0,-2.5,0.0,0.2838323675072626
49.30963071069996,-123.13532780426262,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.30963071069996,-123.13256985670148,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.30963071069996,-123.12981190914032,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.30963071069996,-123.12705396157916,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
49.30783070889997,-123.16290727987412,True,0.0,-0.8888888888888888,-4.0,-2.5,0.0,0.2723132137426702
