lat_start,lat_end,lng_start,lng_end,lat_center,lng_center,km_to_centroid,grid_in_location,degrees_to_centroid,comfort_leisure_spots,activities_education,negative_street_motorway,mobility_public_transport_bus,activities_economic,activities_goverment,social_life_eating,comfort_comfort_spots,social_life_culture,negative_street_secondary,activities_public_service,social_life_community,comfort_leisure_mass,activities_educational,mobility_public_transport_rail,social_life_night_life,comfort_green_natural,negative_street_primary,mobility_bike_infraestructure,comfort_green_forests,comfort_lakes,activities_health_regional,activities_health_local,comfort_green_space,comfort_rivers,negative_warehouse,negative_retail,activities_post,negative_railway,negative_industrial,comfort_green_parks,negative_supermarket,activities_mean,comfort_mean,mobility_mean,social_mean,negative_mean
54.39470564400013,54.430705680000166,10.0329284,10.087083737189596,54.41270566200015,10.060006068594799,10.769683833425052,False,130.49604354695163,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0,0.0
54.39470564400013,54.430705680000166,10.087083737189596,10.141239074379193,54.41270566200015,10.114161405784394,9.728150232123555,False,102.92274002005072,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0,0.0
54.39470564400013,54.430705680000166,10.141239074379193,10.19539441156879,54.41270566200015,10.168316742973992,9.894466526321459,True,68.44277691320217,[0.09090909],[0.],[0.],[0.4556962],[0.],[0.],[0.12962963],[0.21262458],[0.15384615],[0.08777778],[0.],[0.],[0.22222222],[0.08333333],[0.28787879],[0.04545455],[1.],[0.],[0.00735294],[0.3525741],[0.52966102],[0.28571429],[0.15],[1.],[0.],[0.],[0.14583333],[0.33333333],[0.],[0.24175824],[0.22548366],[1.],0.10654761904761903,0.4037194081703006,0.250309310528968,0.08223258223258224,0.18442116910866913
54.3587056080001,54.39470564400013,10.0329284,10.087083737189596,54.37670562600012,10.060006068594799,7.404934853445525,False,145.5939546566999,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0,0.0
54.3587056080001,54.39470564400013,10.087083737189596,10.141239074379193,54.37670562600012,10.114161405784394,5.784906346162417,False,111.42100620675758,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0,0.0
54.3587056080001,54.39470564400013,10.141239074379193,10.19539441156879,54.37670562600012,10.168316742973992,6.060657258248597,False,55.96116125404776,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0,0.0
54.32270557200007,54.3587056080001,10.0329284,10.087083737189596,54.340705590000084,10.060006068594799,5.072315494877131,False,168.76031263922522,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0,0.0
54.32270557200007,54.3587056080001,10.087083737189596,10.141239074379193,54.340705590000084,10.114161405784394,2.083683167783578,True,143.51277328280537,[1.],[1.],[0.],[1.],[0.63157895],[0.],[0.87037037],[1.],[1.],[1.],[1.],[1.],[1.],[1.],[1.],[0.81818182],[0.],[0.],[1.],[0.23088924],[0.64618644],[0.57142857],[1.],[0.8147448],[0.],[1.],[0.6780303],[0.96296296],[0.],[0.43516484],[1.],[0.],0.7707463102199944,0.632424497528853,1.0,0.9221380471380471,0.38914939227439227
54.32270557200007,54.3587056080001,10.141239074379193,10.19539441156879,54.340705590000084,10.168316742973992,2.7588083872216718,True,23.246390374172936,[0.],[0.],[0.],[0.21518987],[0.26315789],[0.],[0.12962963],[0.13621262],[0.07692308],[0.12888889],[0.],[0.14285714],[0.11111111],[0.25],[0.3030303],[0.04545455],[0.],[0.],[0.0625],[0.01404056],[0.23516949],[0.42857143],[0.275],[0.06805293],[1.],[0.75],[0.21212121],[0.22222222],[0.],[0.19120879],[0.13542362],[0.],0.17986894319131164,0.18889003718269526,0.19357339214934152,0.09871609871609872,0.16027736152736152
54.286705536000035,54.32270557200007,10.0329284,10.087083737189596,54.30470555400005,10.060006068594799,5.354630030107929,True,196.0356435383549,[0.18181818],[0.],[1.],[0.55696203],[0.05263158],[0.],[0.01851852],[0.2358804],[0.],[0.12444444],[0.],[0.],[0.11111111],[0.08333333],[0.13636364],[0.04545455],[0.],[0.],[0.02573529],[1.],[0.45127119],[0.28571429],[0.225],[0.57088847],[0.],[0.1625],[0.17234848],[0.33333333],[0.],[0.12307692],[0.24016011],[0.],0.1225015664160401,0.31012549484310736,0.23968698526591303,0.015993265993265993,0.19779623154623155
54.286705536000035,54.32270557200007,10.087083737189596,10.141239074379193,54.30470555400005,10.114161405784394,2.695679741413819,True,226.9292065657771,[0.45454545],[0.66666667],[0.35353535],[0.86075949],[1.],[0.],[1.],[0.26910299],[0.23076923],[0.69666667],[0.5],[0.78571429],[1.],[0.41666667],[0.59090909],[1.],[0.2244898],[1.],[0.57720588],[0.22932917],[1.],[1.],[0.9],[0.75047259],[0.],[0.1125],[1.],[1.],[0.],[0.36043956],[0.20747165],[0.],0.6854166666666667,0.4594901834690232,0.6762914889776394,0.7541208791208791,0.44039269758019756
54.286705536000035,54.32270557200007,10.141239074379193,10.19539441156879,54.30470555400005,10.168316742973992,3.246357926480983,True,328.14827541031855,[0.],[0.33333333],[0.],[0.82278481],[0.21052632],[0.],[0.12962963],[0.12624585],[0.],[0.09555556],[0.5],[0.],[0.22222222],[0.16666667],[0.48484848],[0.31818182],[0.36734694],[0.63636364],[0.02573529],[0.35569423],[0.33262712],[0.28571429],[0.325],[0.5463138],[0.],[0.1125],[0.1969697],[0.40740741],[0.],[1.],[0.25083389],[0.],0.27858100111389583,0.24458711594093618,0.444456196364238,0.11195286195286194,0.25517361111111114
54.2507055,54.286705536000035,10.0329284,10.087083737189596,54.26870551800002,10.060006068594799,7.978978319500632,False,217.72420159923453,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0,0.0
54.2507055,54.286705536000035,10.087083737189596,10.141239074379193,54.26870551800002,10.114161405784394,6.499230924314276,True,250.8459900132254,[0.18181818],[0.],[0.],[0.24050633],[0.10526316],[0.],[0.05555556],[0.01328904],[0.],[0.01333333],[0.5],[0.],[0.],[0.16666667],[0.07575758],[0.],[0.16326531],[0.],[0.00367647],[0.16224649],[0.79025424],[0.],[0.05],[0.33081285],[0.],[0.],[0.01893939],[0.11111111],[0.],[0.1010989],[0.08138759],[0.],0.11663011695906433,0.19145263308926377,0.1066467918199117,0.013888888888888888,0.016671453546453545
54.2507055,54.286705536000035,10.141239074379193,10.19539441156879,54.26870551800002,10.168316742973992,6.746481646771534,True,300.8813548636975,[0.],[0.],[0.],[0.26582278],[0.05263158],[0.],[0.01851852],[0.03322259],[0.],[0.],[0.],[0.],[0.22222222],[0.08333333],[0.12121212],[0.04545455],[0.],[0.07272727],[0.00367647],[0.50390016],[0.77966102],[0.],[0.],[0.22873346],[0.],[0.],[0.01704545],[0.14814815],[0.],[0.30989011],[0.08805871],[0.],0.035514132553606234,0.20619979463343208,0.13023712553682767,0.015993265993265993,0.04995785464535465
