lat_start,lat_end,lng_start,lng_end,lat_center,lng_center,km_to_centroid,grid_in_berlin,degrees_to_centroid,activities_economic,activities_education,activities_health_care,activities_public_service,comfort_leisure_sports,comfort_sports,mobility_public_transport,social_community,social_culture,social_eating,social_night_life,activities_mean,comfort_mean,mobility_mean,social_mean,livability
52.66224512400042,52.67124513300043,13.088345,13.107050206060237,52.66674512850042,13.097697603030117,27.589838136920832,False,151.52081302732185,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.107050206060237,13.12575541212047,52.66674512850042,13.116402809090353,26.66044251566712,False,149.9731066971578,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.12575541212047,13.144460618180704,52.66674512850042,13.135108015150584,25.759528898304808,False,148.26586199299967,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.144460618180704,13.163165824240938,52.66674512850042,13.153813221210822,24.890190304433546,False,146.3766251845248,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.163165824240938,13.181871030301172,52.66674512850042,13.172518427271054,24.055850246387383,False,144.279499852033,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.181871030301172,13.200576236361409,52.66674512850042,13.19122363333129,23.260275253431,False,141.9448314641948,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.200576236361409,13.21928144242164,52.66674512850042,13.209928839391525,22.50757644190405,False,139.33906377556457,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.21928144242164,13.237986648481876,52.66674512850042,13.22863404545176,21.802195088135747,False,136.4249434433319,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.237986648481876,13.25669185454211,52.66674512850042,13.247339251511992,21.1488663309821,False,133.1623500847774,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.25669185454211,13.275397060602344,52.66674512850042,13.266044457572228,20.552554791282503,False,129.510154525472,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.275397060602344,13.29410226666258,52.66674512850042,13.28474966363246,20.018356486530685,False,125.42962566656428,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.29410226666258,13.312807472722811,52.66674512850042,13.303454869692697,19.551363442542137,False,120.88992738540968,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.312807472722811,13.331512678783048,52.66674512850042,13.32216007575293,19.156491270917247,False,115.87599743918616,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.331512678783048,13.350217884843282,52.66674512850042,13.340865281813166,18.8382757571,False,110.39834193502396,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.350217884843282,13.368923090903516,52.66674512850042,13.359570487873398,18.600651610594504,False,104.50287578168955,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.368923090903516,13.38762829696375,52.66674512850042,13.378275693933634,18.4467335570659,False,98.2772392486882,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.38762829696375,13.406333503023983,52.66674512850042,13.396980899993869,18.378624802850155,False,91.84920635387414,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.406333503023983,13.42503870908422,52.66674512850042,13.415686106054103,18.39727840369376,False,85.37446610588218,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.42503870908422,13.443743915144454,52.66674512850042,13.434391312114336,18.502431946543965,False,79.01551896781976,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.443743915144454,13.462449121204688,52.66674512850042,13.453096518174572,18.69262569045571,False,72.9182348653583,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.462449121204688,13.481154327264925,52.66674512850042,13.471801724234805,18.965301315517312,True,67.19400517985889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.66224512400042,52.67124513300043,13.481154327264925,13.499859533325155,52.66674512850042,13.49050693029504,19.31696621109897,False,61.912184807813055,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.499859533325155,13.518564739385392,52.66674512850042,13.509212136355274,19.743399989248648,False,57.10239983522357,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.518564739385392,13.537269945445626,52.66674512850042,13.52791734241551,20.23987725932755,False,52.76290740248842,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.537269945445626,13.55597515150586,52.66674512850042,13.546622548475742,20.80138330202149,False,48.87075736546881,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.55597515150586,13.574680357566097,52.66674512850042,13.565327754535978,21.422805348529486,False,45.39089693198565,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.574680357566097,13.59338556362633,52.66674512850042,13.584032960596211,22.09908945813296,False,42.28302480002105,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.59338556362633,13.612090769686564,52.66674512850042,13.602738166656447,22.82535964517199,False,39.506131081806295,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.612090769686564,13.630795975746798,52.66674512850042,13.62144337271668,23.597000889221903,False,37.02117005544438,,,,,,,,,,,,,,,,0.0
52.66224512400042,52.67124513300043,13.630795975746798,13.649501181807032,52.66674512850042,13.640148578776916,24.409710702374728,False,34.79241899827593,,,,,,,,,,,,,,,,0.0
