lat_start,lat_end,lng_start,lng_end,lat_center,lng_center,km_to_centroid,grid_in_location,degrees_to_centroid,activities_economic,activities_education,activities_health_care,activities_public_service,comfort_leisure_sports,comfort_sports,mobility_public_transport,social_community,social_culture,social_eating,social_night_life,activities_mean,comfort_mean,mobility_mean,social_mean
52.66224512400042,52.67124513300043,13.088345,13.107050206060237,52.66674512850042,13.097697603030117,27.589838136920832,False,151.52081302732185,0,0.009299477770333242,0.0,0.0,0.0,0.0,0.005036736230960348,0.003987299223053298,0.003736823892366181,0.0016015848160728652,0.010072231960596922,0.0023248694425833105,0.0,0.005036736230960348,0.004849484973022317
52.66224512400042,52.67124513300043,13.107050206060237,13.12575541212047,52.66674512850042,13.116402809090353,26.66044251566712,False,149.9731066971578,0,0.009595287871096092,0.0,0.0,0.0,0.0,0.0059084828972266745,0.004518121015497978,0.004235817834090327,0.0019246744192251697,0.010565601027554106,0.002398821967774023,0.0,0.0059084828972266745,0.005311053574091895
52.66224512400042,52.67124513300043,13.12575541212047,13.144460618180704,52.66674512850042,13.135108015150584,25.759528898304808,False,148.26586199299967,0,0.009835712093801074,0.0,0.0,0.0,0.0,0.006620886058670061,0.005030815400607902,0.004747953577163955,0.002282183559691675,0.011023214696086803,0.0024589280234502686,0.0,0.006620886058670061,0.005771041808387584
52.66224512400042,52.67124513300043,13.144460618180704,13.163165824240938,52.66674512850042,13.153813221210822,24.890190304433546,False,146.3766251845248,0,0.010014705286549797,0.0,0.0,0.0,0.0,0.007140678490028307,0.005497787904822027,0.005241391477382562,0.002648949966550629,0.01142004086994286,0.002503676321637449,0.0,0.007140678490028307,0.0062020425546745195
52.66224512400042,52.67124513300043,13.163165824240938,13.181871030301172,52.66674512850042,13.172518427271054,24.055850246387383,False,144.279499852033,0,0.010132577176455326,0.0,0.0,0.0,0.00010717852206232337,0.007457457470943285,0.0059015456903376284,0.00569211630576516,0.0030047656541039025,0.011741416994886733,0.0025331442941138316,5.3589261031161683e-05,0.007457457470943285,0.006584961161273356
52.66224512400042,52.67124513300043,13.181871030301172,13.200576236361409,52.66674512850042,13.19122363333129,23.260275253431,False,141.9448314641948,0,0.010193965895373358,0.0,0.0,0.0,0.0012522160757457712,0.007584373256715571,0.006233772185138431,0.006084792619910351,0.0033353821397380523,0.011982201436343431,0.0025484914738433395,0.0006261080378728856,0.007584373256715571,0.006909037095282566
52.66224512400042,52.67124513300043,13.200576236361409,13.21928144242164,52.66674512850042,13.209928839391525,22.50757644190405,False,139.33906377556457,0,0.010205834709374084,0.0,0.0,0.0,0.0022532359399125568,0.007545360498653397,0.006493088503533362,0.006411768559510089,0.0036320744634856794,0.012144389112372145,0.002551458677343521,0.0011266179699562784,0.007545360498653397,0.007170330159725319
52.66224512400042,52.67124513300043,13.21928144242164,13.237986648481876,52.66674512850042,13.22863404545176,21.802195088135747,False,136.4249434433319,0,0.0101759009481317,0.0,0.0,0.0,0.00309120464037993,0.007368826025107356,0.006682572452273439,0.006671192406455306,0.0038904754819804044,0.012234379360918757,0.002543975237032925,0.001545602320189965,0.007368826025107356,0.0073696549254069765
52.66224512400042,52.67124513300043,13.237986648481876,13.25669185454211,52.66674512850042,13.247339251511992,21.1488663309821,False,133.1623500847774,0,0.010111602388789942,0.0,0.0,0.0,0.003759220107579342,0.007082023303781826,0.006806990461537876,0.006865015053179935,0.004109247279576511,0.012260650387002525,0.0025279005971974855,0.001879610053789671,0.007082023303781826,0.007510475795324212
52.66224512400042,52.67124513300043,13.25669185454211,13.275397060602344,52.66674512850042,13.266044457572228,20.552554791282503,False,129.510154525472,0,0.010019531800711023,0.0,0.0,0.0,0.004258864153897202,0.006711200261901529,0.006873532274208727,0.006996583556889591,0.004288910539400725,0.012232121068932678,0.002504882950177756,0.002129432076948601,0.006711200261901529,0.00759778685985793
52.66224512400042,52.67124513300043,13.275397060602344,13.29410226666258,52.66674512850042,13.28474966363246,20.018356486530685,False,125.42962566656428,0,0.009905209907681733,0.0,0.0,9.799146360234268e-06,0.004596982955738849,0.006279492242859397,0.00688852057334588,0.007071770017693879,0.004430950800856093,0.012157172871802957,0.0024763024769204334,0.0023033910510495414,0.006279492242859397,0.007637103565924702
52.66224512400042,52.67124513300043,13.29410226666258,13.312807472722811,52.66674512850042,13.303454869692697,19.551363442542137,False,120.88992738540968,0,0.009773072249782189,0.0,0.0,0.00010042574129498494,0.004783181169636164,0.005805050563974734,0.006857498890637137,0.007095827091582407,0.004537201890585263,0.012043175097454228,0.002443268062445547,0.0024418034554655743,0.005805050563974734,0.007633425742564759
52.66224512400042,52.67124513300043,13.312807472722811,13.331512678783048,52.66674512850042,13.32216007575293,19.156491270917247,False,115.87599743918616,0,0.009626575773852952,0.0,0.0,0.0001486287975369649,0.004828052605401645,0.005302201481763191,0.006785183244771731,0.0070734306795525725,0.004609456158155112,0.011896341060757987,0.002406643943463238,0.002488340701469305,0.005302201481763191,0.0075911027858093505
52.66224512400042,52.67124513300043,13.331512678783048,13.350217884843282,52.66674512850042,13.340865281813166,18.8382757571,False,110.39834193502396,0,0.009468363751382824,0.0,0.0,0.00015728118901703336,0.004742042895180765,0.004782087511731037,0.0066748907868797724,0.00700866736720851,0.004649240736317117,0.011721776757229296,0.002367090937845706,0.002449662042098899,0.004782087511731037,0.007513643911908674
