lat_start,lat_end,lng_start,lng_end,lat_center,lng_center,km_to_centroid,grid_in_location,degrees_to_centroid,negative_warehouse,comfort_green_space,activities_post,mobility_bike_infraestructure,social_life_culture,activities_health_regional,comfort_green_forests,negative_street_motorway,activities_health_local,negative_street_primary,negative_railway,negative_retail,activities_economic,social_life_night_life,comfort_green_natural,comfort_leisure_spots,activities_education,social_life_eating,comfort_leisure_mass,mobility_public_transport_rail,negative_street_secondary,comfort_lakes,activities_educational,negative_supermarket,comfort_rivers,mobility_public_transport_bus,activities_goverment,social_life_community,negative_industrial,comfort_green_parks,activities_public_service,comfort_comfort_spots,activities_mean,comfort_mean,mobility_mean,social_mean,negative_mean,livability
48.64486115300056,48.645761153900565,7.73281604847628,7.737283943323908,48.64531115345056,7.735049995900093,8.579390154879784,False,113.82093040233848,[0.],[9.64260713e-07],[0.],[0.],[0.],[3.72109776e-12],[0.03427154],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[2.36593365e-12],[0.],[0.],[0.],[0.],[0.0001373],[0.],[0.],[0.],[0.],[1.16707333e-08],[0.],[0.],4.65137219463256e-13,0.0038233119769984,7.886445513607978e-13,0.0,0.0,0.08186994005492257
48.64486115300056,48.645761153900565,7.737283943323908,7.741751838171536,48.64531115345056,7.739517890747722,8.493196641398917,False,110.86510186594543,[0.],[7.87612104e-06],[0.],[0.],[0.],[5.44055505e-12],[0.04959839],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[2.63800927e-11],[0.],[0.],[0.],[0.],[0.00085312],[0.],[0.],[0.],[0.],[6.25260949e-08],[0.],[0.],6.800693809389708e-13,0.0056066058931062,8.793364226698121e-12,0.0,0.0,0.08394928056136697
48.64486115300056,48.645761153900565,7.741751838171536,7.7462197330191636,48.64531115345056,7.743985785595349,8.41894619498027,False,107.7883844666852,[0.],[4.81924065e-05],[0.],[0.],[0.],[7.64341365e-12],[0.06770701],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[2.683383e-10],[0.],[0.00016162],[0.],[0.],[0.00355182],[0.],[0.],[0.],[0.],[2.85517621e-07],[0.],[0.],9.554267063998364e-13,0.0079409912589164,8.944610014632946e-11,0.0,0.0,0.08667119983749175
48.64486115300056,48.645761153900565,7.7462197330191636,7.750687627866791,48.64531115345056,7.748453680442978,8.356957159603839,False,104.60198044449172,[0.],[0.0002311],[0.],[0.],[0.],[1.03174279e-11],[0.08717852],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[2.32679411e-09],[0.],[0.00196888],[0.],[0.],[0.00983571],[0.],[0.],[0.],[0.],[1.11121746e-06],[0.],[0.],1.2896784862899728e-12,0.0110239241234067,7.75598036348797e-10,0.0,0.0,0.09026593398384532
48.64486115300056,48.645761153900565,7.750687627866791,7.7551555227144195,48.64531115345056,7.752921575290605,8.307504017060248,False,101.32059446163454,[0.],[0.00085681],[0.],[0.],[0.],[1.33809475e-11],[0.10587867],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.71928123e-08],[0.],[0.00882553],[0.],[0.],[0.0179684],[0.],[0.],[0.],[0.],[3.68593619e-06],[0.],[0.],1.6726184419761725e-12,0.0148370102458991,5.7309374210320564e-09,0.0,0.0,0.09471203617955462
48.64486115300056,48.645761153900565,7.7551555227144195,7.759623417562047,48.64531115345056,7.757389470138234,8.270811635797772,False,97.96228671789328,[0.],[0.00230978],[0.],[0.],[0.],[1.66736757e-11],[0.12130967],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.082552e-07],[0.],[0.01459382],[0.],[0.],[0.02149223],[0.],[0.],[0.],[0.],[1.04200304e-05],[0.],[0.],2.0842094587210546e-12,0.0177462126841477,3.608506675984876e-08,0.0,0.0,0.09810420736855832
48.64486115300056,48.645761153900565,7.759623417562047,7.7640913124096755,48.64531115345056,7.761857364985861,8.247050341404687,False,94.5480627627311,[0.],[0.00426646],[0.],[0.],[0.],[1.99620103e-11],[0.13116396],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[5.80849336e-07],[0.],[0.00922891],[0.],[0.],[0.01672986],[0.],[0.],[0.],[0.],[2.51046316e-05],[0.],[0.],2.4952512851184265e-12,0.0179349220653742,1.936164454354647e-07,0.0,0.0,0.09832429052327252
48.64486115300056,48.645761153900565,7.7640913124096755,7.768559207257303,48.64531115345056,7.76632525983349,8.236332050813694,False,91.1012009578907,[0.],[0.00520959],[0.],[0.],[0.],[2.29617763e-11],[0.13391621],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[2.65577397e-06],[0.],[0.00353509],[0.],[0.],[0.00844044],[0.],[0.],[0.],[0.],[5.15460002e-05],[0.],[0.],2.8702220312750348e-12,0.0167947647930167,8.852579900252094e-07,0.0,0.0,0.0969950561016833
48.64486115300056,48.645761153900565,7.768559207257303,7.7730271021049315,48.64531115345056,7.770793154681117,8.238707669789354,False,87.64635862372367,[0.],[0.00413263],[0.],[0.],[0.],[2.5376687e-11],[0.12924409],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.03474088e-05],[0.],[0.00259293],[0.],[0.],[0.00275899],[0.],[0.],[0.],[0.],[9.019573e-05],[0.],[0.],3.1720858750550775e-12,0.0154243151334172,3.449136251106087e-06,0.0,0.0,0.09539784396204912
48.64486115300056,48.645761153900565,7.7730271021049315,7.777494996952559,48.64531115345056,7.775261049528746,8.254165892716491,False,84.20853619943398,[0.],[0.00211358],[0.],[0.],[0.],[2.69458936e-11],[0.11811586],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[3.43546069e-05],[0.],[0.00144099],[0.],[0.],[0.000596],[0.],[0.],[0.],[0.],[0.0001345],[0.],[0.],3.3682366991195897e-12,0.0136001039834907,1.1451535636128765e-05,0.0,0.0,0.09327312623104174
48.64486115300056,48.645761153900565,7.777494996952559,7.7819628918001875,48.64531115345056,7.779728944376373,8.282633470044612,False,80.8120051885977,[0.],[0.00069467],[0.],[0.],[0.],[2.74902367e-11],[0.10250822],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[9.71966384e-05],[0.],[0.00031876],[0.],[0.],[0.00012584],[0.],[0.],[0.],[0.],[0.00017092],[0.],[0.],3.436279591567736e-12,0.0115353790612851,3.239887946219449e-05,0.0,0.0,0.09087174025854584
48.64486115300056,48.645761153900565,7.7819628918001875,7.786430786647815,48.64531115345056,7.784196839224002,8.323976928757801,False,77.479312621657,[0.],[0.00014655],[0.],[0.],[0.],[2.69458936e-11],[0.08486226],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00023433],[0.],[2.60337166e-05],[0.],[0.],[0.00031039],[0.],[0.],[0.],[0.],[0.0001851],[0.],[0.],3.368236699119731e-12,0.0095033700911461,7.811044898365575e-05,0.0,0.0,0.08851572028976795
48.64486115300056,48.645761153900565,7.786430786647815,7.7908986814954435,48.64531115345056,7.788664734071629,8.378005652677759,False,74.23046016220171,[0.],[1.99404802e-05],[0.],[0.],[0.],[2.5376687e-11],[0.0674785],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00048142],[0.],[0.],[0.],[0.],[0.00198075],[0.],[0.],[0.],[0.],[0.00017083],[0.],[0.],3.172085875055342e-12,0.007738891238653,0.0001604727004903,0.0,0.0,0.08648232718363502
48.64486115300056,48.645761153900565,7.7908986814954435,7.795366576343071,48.64531115345056,7.793132628919258,8.444476159800628,False,71.08232415187248,[0.],[2.26578555e-06],[0.],[0.],[0.],[2.29617763e-11],[0.05205127],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00084281],[0.],[0.00202089],[0.],[0.],[0.00909417],[0.],[0.],[0.],[0.],[0.00013435],[0.],[0.],2.870222031275395e-12,0.0070336605775151,0.0002809351437966,0.0,0.0,0.08569513553972752
48.64486115300056,48.645761153900565,7.795366576343071,7.7998344711906995,48.64531115345056,7.797600523766885,8.523097359416138,False,68.04834277100444,[0.],[1.75363875e-06],[0.],[0.],[0.],[1.99620103e-11],[0.03946148],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00125732],[0.],[0.02461953],[0.],[0.],[0.02739099],[0.],[0.],[0.],[0.],[9.00380718e-05],[0.],[0.],2.495251285118848e-12,0.0101737538779624,0.0004191059859512,0.0,0.0,0.089396796372328
48.64486115300056,48.645761153900565,7.7998344711906995,7.804302366038327,48.64531115345056,7.802068418614514,8.613536536502961,False,65.13845811742193,[0.],[3.22922857e-06],[0.],[0.],[0.],[1.66736757e-11],[0.02983227],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00159836],[0.],[0.11033706],[0.],[0.],[0.05322128],[0.],[0.],[0.],[0.],[5.14224332e-05],[0.],[0.],2.0842094587214985e-12,0.0214939170640831,0.0005327881285351,0.0,0.0,0.10262937098105757
48.64486115300056,48.645761153900565,7.804302366038327,7.8087702608859555,48.64531115345056,7.806536313462141,8.715425796304546,True,62.35927209274425,[0.],[4.03281844e-06],[0.],[0.],[0.],[1.33809475e-11],[0.02276197],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00173149],[0.],[0.18191505],[0.],[0.],[0.06641742],[0.],[0.],[0.],[0.],[2.50266706e-05],[0.],[0.],1.6726184419766057e-12,0.0301248331514471,0.0005771624894529,0.0,0.0,0.11270605020648411
48.64486115300056,48.645761153900565,7.8087702608859555,7.813238155733583,48.64531115345056,7.81100420830977,8.828368707054782,True,59.7143591046055,[0.],[3.22922857e-06],[0.],[0.],[0.],[1.03174279e-11],[0.01761345],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00159836],[0.],[0.11033706],[0.],[0.],[0.05317061],[0.],[0.],[0.],[0.],[1.03795021e-05],[0.],[0.],1.2896784862903677e-12,0.0201260810315222,0.0005327881285351,0.0,0.0,0.10103445898097849
48.64486115300056,48.645761153900565,7.813238155733583,7.8177060505812115,48.64531115345056,7.815472103157397,8.951946900497594,False,57.20467525485656,[0.],[1.65794123e-06],[0.],[0.],[0.],[7.64341365e-12],[0.01375736],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00125732],[0.],[0.02461953],[0.],[0.],[0.02729645],[0.],[0.],[0.],[0.],[3.66836417e-06],[0.],[0.],9.55426706400176e-13,0.0072976286835345,0.0004191059859512,0.0,0.0,0.08604320246416189
48.64486115300056,48.645761153900565,7.8177060505812115,7.822173945428839,48.64531115345056,7.819939998005026,9.085726423805893,False,54.82900973327002,[0.],[5.45782626e-07],[0.],[0.],[0.],[5.44055505e-12],[0.01071555],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00084281],[0.],[0.00202089],[0.],[0.],[0.0089855],[0.],[0.],[0.],[0.],[1.10481873e-06],[0.],[0.],6.80069380939248e-13,0.0024137324487344,0.0002809351437966,0.0,0.0,0.08030824805021629
48.64486115300056,48.645761153900565,7.822173945428839,7.8266418402764675,48.64531115345056,7.824407892852653,9.22926367789946,False,52.58443549267469,[0.],[1.15199478e-07],[0.],[0.],[0.],[3.72109776e-12],[0.00820133],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00048142],[0.],[0.],[0.],[0.],[0.00189656],[0.],[0.],[0.],[0.],[2.83552458e-07],[0.],[0.],4.651372194634696e-13,0.0011220319136418,0.0001604727004903,0.0,0.0,0.07876699574937111
48.64486115300056,48.645761153900565,7.8266418402764675,7.831109735124095,48.64531115345056,7.828875787700282,9.38211082135473,False,50.46672928280978,[0.],[1.5590554e-08],[0.],[0.],[0.],[2.44619504e-12],[0.00608686],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00023433],[0.],[0.],[0.],[0.],[0.00025667],[0.],[0.],[0.],[0.],[6.20157732e-08],[0.],[0.],3.057743804798811e-13,0.0007048450043627,7.811044898365575e-05,0.0,0.0,0.07825654235658781
48.64486115300056,48.645761153900565,7.831109735124095,7.8355776299717235,48.64531115345056,7.833343682547909,9.543820562147411,False,48.47074320177845,[0.],[1.35285987e-09],[0.],[0.],[0.],[1.54721956e-12],[0.00433963],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[9.71966384e-05],[0.],[0.],[0.],[0.],[2.22721793e-05],[0.],[0.],[0.],[0.],[1.15585145e-08],[0.],[0.],1.9340244444501181e-13,0.0004846576122005,3.239887946219449e-05,0.0,0.0,0.07798647636337037
48.64396115210056,48.64486115300056,7.6881371,7.692604994847628,48.64441115255056,7.690371047423813,9.927400261376556,False,136.60293222181645,[0.],[9.40451794e-10],[0.],[0.],[0.],[3.60973906e-12],[0.00361886],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[8.28296057e-05],[0.],[0.],[0.],[0.],[1.15100855e-06],[0.],[0.],[0.],[0.],[5.45294189e-10],[0.],[0.],4.512173823226122e-13,0.0004022233600915,2.760986857611705e-05,0.0,0.0,0.07788896110050467
48.64396115210056,48.64486115300056,7.692604994847628,7.697072889695256,48.64441115255056,7.694838942271442,9.74287147162466,False,134.8999263544761,[0.],[0.],[0.],[0.],[0.],[2.15987462e-12],[0.00237743],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[2.49477978e-05],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[7.38015315e-11],[0.],[0.],2.699843270111498e-13,0.0002641591173198,8.315932606780832e-06,0.0,0.0,0.07772235242463084
48.64396115210056,48.64486115300056,7.697072889695256,7.701540784542884,48.64441115255056,7.699306837119069,9.566066533666053,False,133.0897195299484,[0.],[0.],[0.],[0.],[0.],[1.32732294e-12],[0.00155626],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.40312117e-06],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[8.51206258e-12],[0.],[0.],1.659153677326348e-13,0.0001729172526882,2.134373723947424e-06,0.0,0.0,0.07761416145586111
48.64396115210056,48.64486115300056,7.701540784542884,7.706008679390512,48.64441115255056,7.703774731966698,9.397421412443167,False,131.16583365135665,[0.],[0.],[0.],[0.],[0.],[9.51674332e-13],[0.00115449],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[1.40043871e-06],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[8.36968528e-13],[0.],[0.],1.1895929148492465e-13,0.0001282762249695,4.6681290462329293e-07,0.0,0.0,0.077561623423298
48.64396115210056,48.64486115300056,7.706008679390512,7.71047657423814,48.64441115255056,7.708242626814325,9.237383035963246,False,129.121980234712,[0.],[0.],[0.],[0.],[0.],[9.51674332e-13],[0.00120709],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[2.61005331e-07],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[7.51540678e-14],[0.],[0.],1.189592914848669e-13,0.0001341206976757,8.70017770985727e-08,0.0,0.0,0.07756832742735968
48.64396115210056,48.64486115300056,7.71047657423814,7.714944469085768,48.64441115255056,7.712710521661954,9.0864061865459,False,126.95228679711718,[0.],[0.],[0.],[0.],[0.],[1.32732294e-12],[0.00182779],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[4.14521949e-08],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[7.58799738e-14],[0.],[0.],1.659153677324505e-13,0.0002030877149787,1.3817398302859832e-08,0.0,0.0,0.07764872240178333
48.64396115210056,48.64486115300056,7.714944469085768,7.719412363933396,48.64441115255056,7.717178416509581,8.944949709970983,False,124.6515822231212,[0.],[0.],[0.],[0.],[0.],[2.15987462e-12],[0.00324432],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[5.60994453e-09],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[8.45148164e-13],[0.],[0.],2.69984327010806e-13,0.0003604797033804,1.869981510172748e-09,0.0,0.0,0.07783223972497721
48.64396115210056,48.64486115300056,7.719412363933396,7.723880258781024,48.64441115255056,7.72164631135721,8.813472025419838,False,122.2157442399362,[0.],[3.58886366e-12],[0.],[0.],[0.],[3.60973906e-12],[0.00581251],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.46968721e-10],[0.],[0.],[0.],[0.],[5.28804842e-09],[0.],[0.],[0.],[0.],[8.58380684e-12],[0.],[0.],4.5121738232205624e-13,0.000645834611291,2.1565624029133607e-10,0.0,0.0,0.07816496623346719
48.64396115210056,48.64486115300056,7.723880258781024,7.728348153628652,48.64441115255056,7.726114206204837,8.69242594916615,False,119.64210658112768,[0.],[3.87022946e-10],[0.],[0.],[0.],[5.9088988e-12],[0.00999187],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.36029148e-11],[0.],[0.],[0.],[0.],[2.15245838e-07],[0.],[0.],[0.],[0.],[7.43347137e-11],[0.],[0.],7.386123493793509e-13,0.0011102321839319,2.1200971600602088e-11,0.0,0.0,0.07870645890237445
48.64396115210056,48.64486115300056,7.728348153628652,7.73281604847628,48.64441115255056,7.730582101052466,8.582252882419464,False,116.92991497732766,[0.],[6.54009346e-09],[0.],[0.],[0.],[9.3421253e-12],[0.01626494],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[5.7043241e-12],[0.],[0.],[0.],[0.],[3.25575384e-06],[0.],[0.],[0.],[0.],[5.48655627e-10],[0.],[0.],1.1677656618786285e-12,0.0018075782773365,1.9014413675198174e-12,0.0,0.0,0.07951957218381836
48.64396115210056,48.64486115300056,7.73281604847628,7.737283943323908,48.64441115255056,7.735049995900093,8.483376457375556,False,114.08080968535144,[0.],[8.89354822e-08],[0.],[0.],[0.],[1.42110342e-11],[0.02499326],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[5.7043241e-12],[0.],[0.],[0.],[0.],[3.29907818e-05],[0.],[0.],[0.],[0.],[3.45137027e-09],[0.],[0.],1.7763792770955077e-12,0.0027807048594737,1.9014413675198174e-12,0.0,0.0,0.08065424858256232
48.64396115210056,48.64486115300056,7.737283943323908,7.741751838171536,48.64441115255056,7.739517890747722,8.396195783018596,False,111.09929853717628,[0.],[8.18712007e-07],[0.],[0.],[0.],[2.07777164e-11],[0.03622811],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.36029148e-11],[0.],[0.],[0.],[0.],[0.00022231],[0.],[0.],[0.],[0.],[1.85036109e-08],[0.],[0.],2.5972145524738038e-12,0.0040501400427116,2.1200971600602088e-11,0.0,0.0,0.0821344241055548
48.64396115210056,48.64486115300056,7.741751838171536,7.7462197330191636,48.64441115255056,7.743985785595349,8.321078480011549,False,107.99317031264368,[0.],[5.86428595e-06],[0.],[0.],[0.],[2.91905293e-11],[0.04952777],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.46968721e-10],[0.],[1.2870064e-05],[0.],[0.],[0.00098809],[0.],[0.],[0.],[0.],[8.45445861e-08],[0.],[0.],3.648816157930333e-12,0.0056149648197149,2.1565624029133607e-10,0.0,0.0,0.08395902722548898
48.64396115210056,48.64486115300056,7.7462197330191636,7.750687627866791,48.64441115255056,7.748453680442978,8.258353737461661,False,104.77378684945502,[0.],[3.27255135e-05],[0.],[0.],[0.],[3.9402706e-11],[0.06385994],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[5.60994453e-09],[0.],[0.00015679],[0.],[0.],[0.00287467],[0.],[0.],[0.],[0.],[3.29209185e-07],[0.],[0.],4.925338247077122e-12,0.0074360501539605,1.869981510172748e-09,0.0,0.0,0.08608243342586953
48.64396115210056,48.64486115300056,7.750687627866791,7.7551555227144195,48.64441115255056,7.752921575290605,8.208305658169976,False,101.45618805770474,[0.],[0.00013469],[0.],[0.],[0.],[5.11024208e-11],[0.07766575],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[4.14521949e-08],[0.],[0.00070268],[0.],[0.],[0.00544074],[0.],[0.],[0.],[0.],[1.09246733e-06],[0.],[0.],6.387802597786062e-12,0.0093272165162002,1.3817398302859832e-08,0.0,0.0,0.0882875578835429
48.64396115210056,48.64486115300056,7.7551555227144195,7.759623417562047,48.64441115255056,7.757389470138234,8.171167177828776,False,98.05895139145474,[0.],[0.00038396],[0.],[0.],[0.],[6.36774928e-11],[0.08911824],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[2.61005331e-07],[0.],[0.00116013],[0.],[0.],[0.00666811],[0.],[0.],[0.],[0.],[3.08951166e-06],[0.],[0.],7.95968659715308e-12,0.0108148369621051,8.70017770985727e-08,0.0,0.0,0.09002216117353093
