lat_start,lat_end,lng_start,lng_end,lat_center,lng_center,km_to_centroid,grid_in_location,degrees_to_centroid
57.073346416000284,57.082346425000296,23.9325504,23.94199688886199,57.07784642050029,23.937273644430995,15.764184155153565,False,151.66563383810694
57.073346416000284,57.082346425000296,23.94199688886199,23.95144337772398,57.07784642050029,23.946720133292985,15.363364778228322,False,150.39366062379358
57.073346416000284,57.082346425000296,23.95144337772398,23.96088986658597,57.07784642050029,23.956166622154974,14.973644813194104,False,149.0138938114035
57.073346416000284,57.082346425000296,23.96088986658597,23.97033635544796,57.07784642050029,23.965613111016964,14.595913378482091,False,147.51384759575606
57.073346416000284,57.082346425000296,23.97033635544796,23.97978284430995,57.07784642050029,23.975059599878954,14.231125134857356,False,145.87942849707
57.073346416000284,57.082346425000296,23.97978284430995,23.989229333171938,57.07784642050029,23.984506088740943,13.880300607275238,False,144.09478650653924
57.073346416000284,57.082346425000296,23.989229333171938,23.998675822033928,57.07784642050029,23.993952577602933,13.54452489288233,False,142.14220003535186
57.073346416000284,57.082346425000296,23.998675822033928,24.008122310895917,57.07784642050029,24.003399066464922,13.224944296929687,False,140.00202994899698
57.073346416000284,57.082346425000296,24.008122310895917,24.017568799757907,57.07784642050029,24.012845555326912,12.922760400198905,False,137.65279655796678
57.073346416000284,57.082346425000296,24.017568799757907,24.027015288619896,57.07784642050029,24.0222920441889,12.639221053421162,False,135.07145826393506
57.073346416000284,57.082346425000296,24.027015288619896,24.036461777481886,57.07784642050029,24.03173853305089,12.37560783252457,False,132.23400090722063
57.073346416000284,57.082346425000296,24.036461777481886,24.045908266343876,57.07784642050029,24.04118502191288,12.133219591217514,False,129.11647840487086
57.073346416000284,57.082346425000296,24.045908266343876,24.055354755205865,57.07784642050029,24.05063151077487,11.913351930656667,False,125.69666670708325
57.073346416000284,57.082346425000296,24.055354755205865,24.064801244067855,57.07784642050029,24.06007799963686,11.717272679703541,False,121.95648193405825
57.073346416000284,57.082346425000296,24.064801244067855,24.074247732929845,57.07784642050029,24.06952448849885,11.54619384117065,False,117.88523361446225
57.073346416000284,57.082346425000296,24.074247732929845,24.083694221791834,57.07784642050029,24.07897097736084,11.401240888688527,False,113.4835912368774
57.073346416000284,57.082346425000296,24.083694221791834,24.093140710653824,57.07784642050029,24.08841746622283,11.283420751980008,False,108.76780981300807
57.073346416000284,57.082346425000296,24.093140710653824,24.102587199515813,57.07784642050029,24.09786395508482,11.193590240041413,True,103.7733282706801
57.073346416000284,57.082346425000296,24.102587199515813,24.112033688377803,57.07784642050029,24.107310443946808,11.132426942394202,True,98.55648888671195
57.073346416000284,57.082346425000296,24.112033688377803,24.121480177239793,57.07784642050029,24.116756932808798,11.100404739905642,True,93.19311596101701
57.073346416000284,57.082346425000296,24.121480177239793,24.130926666101782,57.07784642050029,24.126203421670787,11.09777589256053,False,87.77330271769222
57.073346416000284,57.082346425000296,24.130926666101782,24.140373154963772,57.07784642050029,24.135649910532777,11.124561238277867,False,82.39295095054251
57.073346416000284,57.082346425000296,24.140373154963772,24.14981964382576,57.07784642050029,24.145096399394767,11.18054937498252,False,77.14388277156316
57.073346416000284,57.082346425000296,24.14981964382576,24.15926613268775,57.07784642050029,24.154542888256756,11.265304899748095,False,72.10496149640083
57.073346416000284,57.082346425000296,24.15926613268775,24.16871262154974,57.07784642050029,24.163989377118746,11.37818496867569,False,67.33621886075126
57.073346416000284,57.082346425000296,24.16871262154974,24.17815911041173,57.07784642050029,24.173435865980736,11.518362746885867,False,62.876775944126834
57.073346416000284,57.082346425000296,24.17815911041173,24.18760559927372,57.07784642050029,24.182882354842725,11.684855839300594,False,58.746085815090034
57.073346416000284,57.082346425000296,24.18760559927372,24.19705208813571,57.07784642050029,24.192328843704715,11.87655758023565,False,54.94729503716956
57.073346416000284,57.082346425000296,24.19705208813571,24.2064985769977,57.07784642050029,24.201775332566704,12.092269108677778,False,51.47143503265982
57.073346416000284,57.082346425000296,24.2064985769977,24.21594506585969,57.07784642050029,24.211221821428694,12.330730416581554,False,48.301479896916995
57.073346416000284,57.082346425000296,24.21594506585969,24.22539155472168,57.07784642050029,24.220668310290684,12.590648953664413,False,45.41574366417335
57.073346416000284,57.082346425000296,24.22539155472168,24.234838043583668,57.07784642050029,24.230114799152673,12.870724823286393,False,42.79044619318202
57.073346416000284,57.082346425000296,24.234838043583668,24.244284532445658,57.07784642050029,24.239561288014663,13.169672041361853,False,40.40149367334312
57.073346416000284,57.082346425000296,24.244284532445658,24.253731021307647,57.07784642050029,24.249007776876653,13.486235706314746,False,38.225616623768914
57.073346416000284,57.082346425000296,24.253731021307647,24.263177510169637,57.07784642050029,24.258454265738642,13.819205218212687,False,36.24102867304868
57.073346416000284,57.082346425000296,24.263177510169637,24.272623999031627,57.07784642050029,24.267900754600632,14.167423884160186,False,34.427751755730895
57.073346416000284,57.082346425000296,24.272623999031627,24.282070487893616,57.07784642050029,24.27734724346262,14.529795363012562,False,32.76772252707772
57.073346416000284,57.082346425000296,24.282070487893616,24.291516976755606,57.07784642050029,24.28679373232461,14.90528745099441,False,31.244763771004113
57.073346416000284,57.082346425000296,24.291516976755606,24.300963465617595,57.07784642050029,24.2962402211866,15.292933708718765,False,29.8444786404203
57.073346416000284,57.082346425000296,24.300963465617595,24.310409954479585,57.07784642050029,24.30568671004859,15.691833396214301,False,28.554105899375756
57.073346416000284,57.082346425000296,24.310409954479585,24.319856443341575,57.07784642050029,24.31513319891058,16.101150129917624,False,27.362360305730302
