lat_center,lng_center,grid_in_location,activities_mean,comfort_mean,mobility_mean,social_mean,livability
48.32040710249994,16.391206268398598,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.32040710249994,16.393907884765028,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.32040710249994,16.41011758296363,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.32040710249994,16.412819199330066,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.32040710249994,16.415520815696496,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.32040710249994,16.418222432062933,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.32040710249994,16.420924048429363,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.32040710249994,16.4236256647958,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.32040710249994,16.42632728116223,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.38580303566573,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.38850465203216,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.391206268398598,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.393907884765028,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.404714350230762,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.4074159665972,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.41011758296363,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.412819199330066,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.415520815696496,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.418222432062933,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.420924048429363,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.4236256647958,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.42632728116223,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.429028897528667,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31860710069995,16.431730513895097,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.383101419299294,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.38580303566573,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.38850465203216,True,-2.7,-0.14510492336537192,-1.8,-1.875,0.06101190476190474
48.31680709889994,16.391206268398598,True,-2.7,-0.1496234322408544,-1.8,-1.875,0.06101190476190474
48.31680709889994,16.393907884765028,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.396609501131465,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.399311117497895,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.402012733864332,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.404714350230762,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.4074159665972,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.41011758296363,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.412819199330066,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.415520815696496,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.418222432062933,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.420924048429363,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.4236256647958,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.42632728116223,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.429028897528667,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.431730513895097,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.434432130261534,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31680709889994,16.437133746627964,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31500709709995,16.383101419299294,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31500709709995,16.38580303566573,True,-2.7,-0.1081414332572831,-1.8,-1.875,0.06249999999999997
48.31500709709995,16.38850465203216,True,-2.7,-0.17906307146827893,-1.8,-1.875,0.05952380952380948
48.31500709709995,16.391206268398598,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31500709709995,16.393907884765028,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31500709709995,16.396609501131465,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
48.31500709709995,16.399311117497895,True,-2.7,-0.23076923076923078,-1.8,-1.875,0.058035714285714246
