lat_start,lat_end,lng_start,lng_end,lat_center,lng_center,km_to_centroid,grid_in_location,degrees_to_centroid,comfort_leisure_spots,activities_education,negative_street_motorway,mobility_public_transport_bus,activities_economic,activities_goverment,social_life_eating,comfort_comfort_spots,social_life_culture,negative_street_secondary,activities_public_service,social_life_community,comfort_leisure_mass,activities_educational,mobility_public_transport_rail,social_life_night_life,comfort_green_natural,negative_street_primary,mobility_bike_infraestructure,comfort_green_forests,comfort_lakes,activities_health_regional,activities_health_local,comfort_green_space,comfort_rivers,negative_warehouse,negative_retail,activities_post,negative_railway,negative_industrial,comfort_green_parks,negative_supermarket,activities_mean,comfort_mean,mobility_mean,social_mean,negative_mean
48.901075585500315,48.90197558640032,2.224122,2.2315849951854174,48.90152558595032,2.227853497592709,9.781649258515097,False,158.67499776070827,[0.],[6.17789932e-07],[0.15747457],[0.00039863],[0.],[3.08200774e-15],[0.],[0.],[3.45830028e-07],[0.],[0.],[1.22459761e-10],[4.66089515e-06],[0.],[2.31556463e-06],[0.],[0.],[0.00213406],[0.],[0.07214378],[0.],[7.23666403e-05],[0.],[2.32621664e-07],[0.],[0.],[0.],[0.],[0.],[0.],[0.00213195],[0.],9.123053784457252e-06,0.008253402324032459,0.0001336497123783194,8.6488121952893e-08,0.019951078403861105
48.901075585500315,48.90197558640032,2.2315849951854174,2.239047990370835,48.90152558595032,2.235316492778126,9.316520867737738,False,157.34076687086318,[0.],[2.17793062e-06],[0.11805866],[8.89471729e-05],[0.],[5.59327613e-15],[0.],[0.],[7.63706817e-08],[0.],[0.],[6.90715262e-12],[5.77216287e-07],[0.],[4.09734933e-07],[0.],[0.],[0.00081712],[0.],[0.06006453],[0.],[0.00025326],[0.],[4.90999403e-08],[0.],[0.],[0.],[0.],[0.],[0.],[0.00157258],[0.],3.193001651065446e-05,0.006848637354436054,2.978563593533963e-05,1.909439720892212e-08,0.014859472439847076
48.901075585500315,48.90197558640032,2.239047990370835,2.2465109855562524,48.90152558595032,2.242779487963544,8.860595010202172,False,155.83903658758717,[0.],[1.32040122e-05],[0.07581644],[7.30122856e-06],[0.],[2.88655665e-14],[0.],[0.],[2.7875122e-07],[0.],[0.],[0.],[9.01512827e-07],[0.],[1.35518348e-06],[0.],[0.],[0.00016497],[0.],[0.04709353],[0.],[0.00214961],[0.],[6.64495432e-09],[0.],[0.],[0.],[0.],[0.],[0.],[0.00100346],[0.],0.0002703519206997893,0.005344210541391701,2.8854706799094197e-06,6.968780495186567e-08,0.009497676336509626
48.901075585500315,48.90197558640032,2.2465109855562524,2.25397398074167,48.90152558595032,2.250242483148961,8.415367541818007,False,154.13866368644318,[0.],[6.65431239e-05],[0.04169738],[0.],[0.],[1.32032475e-13],[0.],[0.],[1.52342644e-06],[0.],[0.],[2.14928246e-15],[6.0322901e-06],[0.],[7.57659525e-06],[0.],[0.],[1.75627695e-05],[0.],[0.03476567],[0.],[0.00585213],[0.],[5.76611456e-10],[0.],[0.],[0.],[0.],[0.],[0.],[0.00055453],[0.],0.00073983396029611,0.0039251375205473105,2.525531750816747e-06,3.8085661025104105e-07,0.005214367649957494
48.901075585500315,48.90197558640032,2.25397398074167,2.2614369759270874,48.90152558595032,2.257705478334379,7.9826287612691464,False,152.20112779989074,[0.],[0.00028527],[0.01966468],[0.],[0.],[5.15794316e-13],[0.],[0.],[6.82157528e-06],[0.],[0.],[7.68934043e-14],[2.961578e-05],[0.],[3.39009411e-05],[0.],[0.],[9.85881899e-07],[0.],[0.02416539],[0.],[0.01153242],[0.],[3.20815072e-11],[0.],[0.],[0.],[0.],[0.],[0.],[0.00028798],[0.],0.0014772108570454705,0.0027203320658035156,1.1300313688221864e-05,1.7053938383956024e-06,0.0024582087981968146
48.901075585500315,48.90197558640032,2.2614369759270874,2.268899971112505,48.90152558595032,2.265168473519796,7.564522273892515,False,149.97860444571143,[0.],[0.00104754],[0.00809943],[0.],[0.],[1.72442251e-12],[0.],[0.],[2.66041606e-05],[0.],[0.],[2.88709821e-10],[0.00012116],[0.],[0.00013051],[0.],[0.],[0.],[0.],[0.01583057],[0.],[0.01939028],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00023761],[0.],0.00255472765439106,0.0017988151640774266,4.350388362079235e-05,6.651112336102019e-06,0.0010124289975614379
48.901075585500315,48.90197558640032,2.268899971112505,2.2763629662979223,48.90152558595032,2.272631468705214,7.163610598182504,False,147.4116462529284,[0.],[0.00329926],[0.00349886],[0.],[0.],[4.96688248e-12],[0.],[0.],[9.21486977e-05],[0.],[0.],[5.11447888e-09],[0.00042678],[0.],[0.00043925],[0.],[0.],[0.],[0.],[0.00981504],[0.],[0.02958598],[3.11219295e-08],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.00051484],[0.],0.004110659843965699,0.0011951838024114444,0.00014641624703410236,2.3038453034339144e-05,0.000437356975824703
48.901075585500315,48.90197558640032,2.2763629662979223,2.28382596148334,48.90152558595032,2.280094463890631,6.782943366092929,False,144.42659174739043,[0.],[0.00891378],[0.00341153],[0.],[0.],[1.25294874e-11],[0.],[0.],[0.0002853],[0.],[0.],[7.05709893e-08],[0.00130784],[0.],[0.0012949],[2.85023463e-08],[0.],[2.38019842e-09],[0.],[0.00584412],[0.],[0.04216775],[5.59364651e-07],[0.],[0.],[0.],[0.],[0.],[0.],[1.92912873e-09],[0.00147092],[0.],0.006385261902995551,0.0009580980318969967,0.0004316320079281852,7.134896234513752e-05,0.0004264421447095904
48.901075585500315,48.90197558640032,2.28382596148334,2.2912889566687573,48.90152558595032,2.287557459076049,6.426119279862826,False,140.93313065394173,[0.],[0.02065819],[0.00769174],[0.],[0.],[2.87179765e-11],[0.],[0.],[0.00079073],[0.],[0.],[7.58544877e-07],[0.00350986],[0.],[0.00334317],[5.12624046e-07],[0.],[5.50573519e-07],[0.],[0.00348777],[0.],[0.05700622],[6.44621997e-06],[1.2899029e-08],[0.],[0.],[0.],[0.],[0.],[3.46728637e-08],[0.00392649],[0.],0.009708857794395022,0.0012137927966891177,0.0011143910834088562,0.0001980012336187757,0.0009615407345125987
48.901075585500315,48.90197558640032,2.2912889566687573,2.298751951854175,48.90152558595032,2.295020454261466,6.097325784471149,False,136.8231205923244,[0.],[0.04106712],[0.01843131],[0.],[0.],[6.38872018e-11],[0.],[0.],[0.00195963],[0.],[0.],[6.35134577e-06],[0.00829985],[0.],[0.00756498],[5.90976914e-06],[0.],[2.70592872e-05],[0.],[0.00229668],[0.],[0.07374799],[4.76317166e-05],[2.31838481e-07],[0.],[0.],[0.],[0.],[0.],[3.99575126e-07],[0.00948761],[0.],0.014357842176912525,0.0022315961458527996,0.002521661442722672,0.0004929729635077721,0.00230734637936998
