lat_start,lat_end,lng_start,lng_end,lat_center,lng_center,km_to_centroid,grid_in_location,degrees_to_centroid,comfort_leisure_spots,activities_education,mobility_public_transport_bus,activities_economic,activities_goverment,social_life_eating,comfort_comfort_spots,social_life_culture,activities_public_service,social_life_community,comfort_leisure_mass,activities_educational,mobility_public_transport_rail,social_life_night_life,mobility_bike_infraestructure,activities_health_regional,activities_health_local,activities_post,activities_mean,comfort_mean,mobility_mean,social_mean,livability
51.064937090000086,51.154937180000175,13.5793237,13.697945074162208,51.10993713500013,13.638634387081105,11.215081751809448,False,163.23699271137974,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0,0.0
51.064937090000086,51.154937180000175,13.697945074162208,13.816566448324416,51.10993713500013,13.75725576124331,5.182268946875251,True,120.96142248354508,[0.54],[0.33333333],[0.81675393],[0.29347826],[0.5],[0.50793651],[0.16899504],[0.61764706],[0.66666667],[0.453125],[0.68],[0.33333333],[0.57875458],[1.],[0.18001978],[0.34782609],[0.26666667],[0.48214286],0.40293090062111797,0.46299834760402586,0.5251760959499397,0.6446771416900093,0.5282344005143594
51.064937090000086,51.154937180000175,13.816566448324416,13.935187822486624,51.10993713500013,13.87587713540552,8.075689101046807,True,25.252998767062444,[0.],[0.],[0.09947644],[0.01086957],[0.5],[0.0031746],[0.03379901],[0.02941176],[0.],[0.],[0.04],[0.0952381],[0.03113553],[0.02197802],[0.00098912],[0.04347826],[0.],[0.04761905],0.08715062111801242,0.024599669520805167,0.043867030203196246,0.013641097464626877,0.04391830647281732
50.974937,51.064937090000086,13.5793237,13.697945074162208,51.01993704500004,13.638634387081105,11.36078958054592,False,197.7651999957725,[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],0.0,0.0,0.0,0.0,0.0
50.974937,51.064937090000086,13.697945074162208,13.816566448324416,51.01993704500004,13.75725576124331,5.472921728470342,True,240.5758371051446,[1.],[1.],[1.],[1.],[1.],[1.],[1.],[1.],[0.66666667],[1.],[1.],[1.],[1.],[0.58241758],[1.],[1.],[1.],[1.],0.9583333333333333,1.0,1.0,0.8956043956043956,1.0
50.974937,51.064937090000086,13.816566448324416,13.935187822486624,51.01993704500004,13.87587713540552,8.26972625862058,True,333.3555874105267,[0.16],[0.04166667],[0.63350785],[0.04347826],[0.],[0.05714286],[0.11086075],[0.11764706],[1.],[0.],[0.08],[0.23809524],[0.27655678],[0.08791209],[0.01780415],[0.08695652],[0.15],[0.22619048],0.22329839544513458,0.11695358269490762,0.3092895947541962,0.06567550096961862,0.18558085889493453
